kdkab	namakab	kdkec	namakec	kdkel	desakel	0-4Thn	5-9Thn	10-14Thn	15-19Thn	20-24Thn	25-29Thn	30-34Thn	35-39Thn	40-44Thn	45-49Thn	50-54Thn	55-59Thn	60-64Thn	65-69Thn	70-74Thn	>74Thn
7306	GOWA	730611	BIRINGBULU	7306112010	BORIMASUNGGU	18	147	259	203	278	225	255	253	265	112	90	85	78	47	36	34
7306	GOWA	730611	BIRINGBULU	7306112011		23	79	121	94	120	151	156	149	146	111	109	101	61	46	48	85
7306	GOWA	730612	BAROMBONG	7306121001	BENTENG SOMBA OPU	205	641	640	565	617	663	665	466	443	328	287	192	177	106	81	85
7306	GOWA	730612	BAROMBONG	7306121005		175	504	594	480	459	481	461	475	446	338	270	192	160	108	101	73
7306	GOWA	730612	BAROMBONG	7306122002	KANJILO	315	842	848	707	796	757	795	679	589	463	365	320	204	136	111	152
7306	GOWA	730612	BAROMBONG	7306122003	MONCOBALANG	154	503	565	466	438	500	541	412	413	311	234	238	174	100	99	96
7306	GOWA	730612	BAROMBONG	7306122004	TINGGIMAE	178	532	539	467	495	521	475	444	378	367	249	193	127	79	68	75
7306	GOWA	730612	BAROMBONG	7306122006	BIRINGNGALLA	78	284	307	255	276	271	268	234	214	191	185	132	104	59	45	55
7306	GOWA	730612	BAROMBONG	7306122007	TAMANNYELENG	248	667	722	580	548	546	596	511	456	319	228	197	139	119	67	83
7306	GOWA	730613	PATTALASSANG	7306132001	TIMBUSENG	111	393	457	392	439	373	307	322	336	207	182	168	119	70	71	129
7306	GOWA	730613	PATTALASSANG	7306132002	PATTALASSANG	64	328	325	305	332	300	305	286	294	189	164	98	89	85	76	67
7306	GOWA	730613	PATTALASSANG	7306132003	PALANTIKANG	48	220	173	174	169	151	195	160	154	129	66	55	55	33	37	42
7306	GOWA	730613	PATTALASSANG	7306132004	SUNGGUMANAI	96	323	380	298	391	353	292	268	281	178	152	100	84	60	66	86
7306	GOWA	730613	PATTALASSANG	7306132005	PACCELEKANG	119	384	410	375	413	349	391	339	326	244	235	176	98	76	76	114
7306	GOWA	730613	PATTALASSANG	7306132006	PANAIKANG	88	281	245	219	233	283	235	193	187	141	97	94	47	39	39	50
7306	GOWA	730613	PATTALASSANG	7306132007	JE'NEMADINGING	63	254	230	221	225	225	216	200	167	132	123	68	67	54	44	32
7306	GOWA	730613	PATTALASSANG	7306132008	BORONG PA'LALA	46	175	198	182	195	156	161	130	149	96	83	49	50	29	45	46
7306	GOWA	730614	MANUJU	7306142001	MANUJU	26	179	255	243	213	185	225	218	213	119	115	111	65	52	53	88
7306	GOWA	730614	MANUJU	7306142002	PATTALIKKANG	80	316	344	347	285	262	218	253	256	126	140	120	93	63	43	61
7306	GOWA	730614	MANUJU	7306142003	TAMALATEA	37	184	282	251	225	199	218	252	180	188	145	109	93	68	49	70
7306	GOWA	730614	MANUJU	7306142004	MONCONGLOE	34	158	185	176	165	175	168	166	154	106	106	83	64	41	31	63
7306	GOWA	730614	MANUJU	7306142005	BILALANG	18	68	96	68	84	82	88	86	48	54	40	37	28	19	17	20
7306	GOWA	730614	MANUJU	7306142006	TASSESE	15	113	195	119	103	125	131	131	116	83	108	77	77	52	61	35
7306	GOWA	730614	MANUJU	7306142007	TANAKKARAENG	43	188	228	210	211	178	161	214	182	128	109	70	62	53	58	55
7306	GOWA	730615	BONTOLEMPANGANG	7306152001	JULUMATE'NE	23	116	172	142	195	157	176	149	187	108	71	54	67	40	43	36
7306	GOWA	730615	BONTOLEMPANGANG	7306152002	BONTOLEMPANGANG	42	130	240	202	286	256	273	223	260	167	125	114	94	55	61	90
7306	GOWA	730615	BONTOLEMPANGANG	7306152003	LASSA-LASSA	35	110	158	140	235	191	159	168	179	94	103	70	62	59	32	34
7306	GOWA	730615	BONTOLEMPANGANG	7306152004	BONTOLOE	31	163	260	214	218	174	221	222	202	151	120	74	59	57	50	54
7306	GOWA	730615	BONTOLEMPANGANG	7306152005	PA'LADINGANG	44	171	250	209	265	210	172	162	140	108	117	63	72	38	54	66
7306	GOWA	730615	BONTOLEMPANGANG	7306152006	PARANGLOMPOA	60	217	285	251	339	332	276	273	280	133	146	71	79	45	33	45
7306	GOWA	730615	BONTOLEMPANGANG	7306152007	BONTOTANGNGA	23	107	189	117	175	198	196	147	126	81	75	84	48	24	32	54
7306	GOWA	730615	BONTOLEMPANGANG	7306152008	ULUJANGANG	12	89	104	68	116	108	127	167	149	57	54	46	34	26	17	44
7306	GOWA	730616	BONTONOMPO SELATAN	7306161009	BONTORAMBA	92	272	331	275	265	341	292	224	263	180	216	116	89	59	37	60
7306	GOWA	730616	BONTONOMPO SELATAN	7306162001	SENGKA	144	490	564	523	466	531	510	463	403	382	299	213	173	146	124	119
7306	GOWA	730616	BONTONOMPO SELATAN	7306162002	TANRARA	113	344	374	315	353	380	415	312	247	199	186	179	130	82	65	110
7306	GOWA	730616	BONTONOMPO SELATAN	7306162003	TINDANG	97	334	466	387	387	389	428	400	340	299	226	171	142	81	86	108
7306	GOWA	730616	BONTONOMPO SELATAN	7306162004	PA'BUNDUKANG	69	208	244	208	243	235	227	212	180	171	128	99	89	36	39	36
7306	GOWA	730616	BONTONOMPO SELATAN	7306162005	BONTOSUNGGU	57	210	250	266	282	231	249	196	213	180	170	101	90	62	47	50
7306	GOWA	730616	BONTONOMPO SELATAN	7306162006	SALAJENGKI	73	246	357	328	293	265	310	279	265	181	212	142	145	91	74	74
7306	GOWA	730616	BONTONOMPO SELATAN	7306162007	SALAJO	24	70	71	65	70	69	75	81	63	44	45	34	23	22	21	19
7306	GOWA	730616	BONTONOMPO SELATAN	7306162008	JIPANG	103	454	486	443	410	391	421	385	390	310	293	225	165	133	96	132
7306	GOWA	730617	PARIGI	7306172001	MAJANNANG	40	151	230	224	198	206	220	204	236	183	197	155	119	68	55	242
7306	GOWA	730617	PARIGI	7306172002	JONJO	84	246	308	295	276	259	244	230	248	203	202	136	92	69	69	132
7306	GOWA	730617	PARIGI	7306172003	MANIMBAHOI	53	260	286	271	249	257	280	216	212	221	285	196	116	115	75	171
7306	GOWA	730617	PARIGI	7306172004	SICINI	84	295	333	326	306	299	346	305	297	174	209	78	99	92	87	64
7306	GOWA	730617	PARIGI	7306172005	BILANRENGI	35	136	139	183	186	172	170	144	158	173	161	107	88	50	59	162
7306	GOWA	730618	BAJENG BARAT	7306182001	BORIMATANGKASA	87	292	361	312	264	253	309	327	306	189	150	132	107	84	47	84
7306	GOWA	730618	BAJENG BARAT	7306182002	MANDALLE	77	281	278	293	282	301	271	272	225	237	194	149	96	65	51	75
7306	GOWA	730618	BAJENG BARAT	7306182003	MANJALLING	84	342	380	355	318	321	292	292	306	234	182	151	118	81	50	88
7306	GOWA	730618	BAJENG BARAT	7306182004	GENTUNGANG	154	506	523	554	503	497	541	502	445	337	283	227	172	125	69	107
7306	GOWA	730618	BAJENG BARAT	7306182005	TANABANGKA	99	292	278	280	268	288	292	294	293	176	191	138	115	64	65	60
7306	GOWA	730618	BAJENG BARAT	7306182006	KALEMANDALLE	48	255	331	299	299	269	250	270	276	224	159	110	70	68	56	66
7306	GOWA	730618	BAJENG BARAT	7306182007	BONTOMANAI	69	205	244	209	226	227	229	201	203	157	123	104	81	48	34	69
7307	SINJAI	730701	SINJAI BARAT	7307011001	TASSILILU	261	521	574	491	442	466	479	438	413	314	304	230	185	101	104	133
7307	SINJAI	730701	SINJAI BARAT	7307011002	BALAKIA	82	149	147	102	108	152	123	110	107	87	80	54	40	27	15	45
7307	SINJAI	730701	SINJAI BARAT	7307012003	GUNUNG PERAK	147	335	339	290	302	308	265	243	218	209	171	122	114	78	66	109
7307	SINJAI	730701	SINJAI BARAT	7307012004	ARABIKA	142	282	285	242	255	282	253	233	187	170	171	130	66	53	78	67
7307	SINJAI	730701	SINJAI BARAT	7307012005	BONTO SALAMA	138	318	350	269	229	276	301	276	247	192	153	120	97	63	42	65
7307	SINJAI	730701	SINJAI BARAT	7307012006	TURUNGAN BAJI	80	201	212	176	180	213	186	148	172	133	102	74	72	51	39	26
7307	SINJAI	730701	SINJAI BARAT	7307012007	BARANIA	96	219	217	185	153	203	205	146	215	123	126	96	48	56	49	59
7307	SINJAI	730701	SINJAI BARAT	7307012008	BOTO LEMPANGAN	132	305	324	273	283	274	251	207	248	136	176	146	122	82	59	75
7307	SINJAI	730701	SINJAI BARAT	7307012009	TERASA	146	324	368	296	290	243	273	201	183	180	157	103	82	49	47	63
7307	SINJAI	730702	SINJAI SELATAN	7307021001	SANGIASSERI	336	683	857	779	680	703	636	586	595	420	336	283	234	149	123	179
7307	SINJAI	730702	SINJAI SELATAN	7307022002	PUNCAK	139	330	450	356	334	333	299	295	244	186	193	142	118	60	55	84
7307	SINJAI	730702	SINJAI SELATAN	7307022003	SONGING	82	224	265	261	201	201	177	185	172	153	98	81	77	61	57	69
7307	SINJAI	730702	SINJAI SELATAN	7307022004	ASKA	180	441	494	449	419	386	357	379	372	223	232	152	122	77	107	136
7307	SINJAI	730702	SINJAI SELATAN	7307022005	TALLE	222	570	682	547	477	482	499	538	480	290	249	234	169	112	127	114
7307	SINJAI	730702	SINJAI SELATAN	7307022006	PALAE	161	391	441	393	338	349	336	339	341	212	152	143	131	105	84	117
7307	SINJAI	730702	SINJAI SELATAN	7307022007	BULU KAMASE	125	349	439	380	349	262	317	281	294	210	157	150	106	84	76	124
7307	SINJAI	730702	SINJAI SELATAN	7307022008	PALANGKA	147	377	454	360	352	338	297	266	259	208	156	96	95	90	57	86
7307	SINJAI	730702	SINJAI SELATAN	7307022009	POLEWALI	69	215	257	232	212	185	188	137	149	107	69	73	68	50	36	63
7307	SINJAI	730702	SINJAI SELATAN	7307022010	ALENANGKA	144	255	277	255	232	216	230	217	182	140	82	81	67	52	47	55
7307	SINJAI	730702	SINJAI SELATAN	7307022011	GARECCING	207	459	553	482	437	506	449	370	396	260	232	174	140	88	68	105
7307	SINJAI	730703	SINJAI TIMUR	7307031001	SAMATARING	255	484	479	459	452	467	460	383	334	246	182	183	137	113	71	90
7307	SINJAI	730703	SINJAI TIMUR	7307032002	SANJAI	148	381	440	372	357	323	309	303	266	180	208	148	102	73	82	53
7307	SINJAI	730703	SINJAI TIMUR	7307032003	PATTALASSANG	102	214	253	274	230	246	199	190	178	134	114	140	81	55	46	59
7307	SINJAI	730703	SINJAI TIMUR	7307032004	PANAIKANG	98	207	238	232	182	216	188	175	183	123	101	72	69	41	49	49
7307	SINJAI	730703	SINJAI TIMUR	7307032005	SAUKANG	130	244	259	248	202	244	197	193	209	145	109	114	71	59	64	65
7307	SINJAI	730703	SINJAI TIMUR	7307032006	KAMPALA	153	284	315	283	252	251	234	216	257	171	135	131	101	68	69	102
7307	SINJAI	730703	SINJAI TIMUR	7307032007	LASIAI	113	230	260	221	223	247	239	140	169	133	123	107	75	48	62	56
7307	SINJAI	730703	SINJAI TIMUR	7307032008	BIRORO	128	272	308	277	295	234	222	211	198	159	109	94	86	85	49	80
7307	SINJAI	730703	SINJAI TIMUR	7307032009	KALOLING	96	224	273	219	184	210	188	204	171	122	87	87	82	61	51	39
7307	SINJAI	730703	SINJAI TIMUR	7307032010	PASIMARANNU	93	218	226	191	187	195	177	173	175	110	123	90	61	42	52	36
7307	SINJAI	730703	SINJAI TIMUR	7307032011	TONGKE-TONGKE	220	444	507	477	448	453	392	327	301	265	206	141	118	77	86	94
7307	SINJAI	730703	SINJAI TIMUR	7307032012	SALOHE	92	161	189	173	161	140	120	131	148	108	82	72	55	36	28	54
7307	SINJAI	730703	SINJAI TIMUR	7307032013	BONGKI LENGKESE	32	110	106	90	76	99	83	74	89	66	45	52	41	41	24	27
7307	SINJAI	730704	SINJAI TENGAH	7307041001	SAMAENRE	125	289	301	294	212	187	237	255	253	158	115	119	83	69	53	70
7307	SINJAI	730704	SINJAI TENGAH	7307042002		157	310	330	326	324	286	271	240	325	154	104	99	106	109	70	116
7307	SINJAI	730704	SINJAI TENGAH	7307042003	KOMPANG	106	259	262	250	213	217	224	177	147	137	103	97	71	52	51	65
7307	SINJAI	730704	SINJAI TENGAH	7307042004	BARU	99	219	230	208	188	161	162	195	195	125	85	79	50	50	46	62
7307	SINJAI	730704	SINJAI TENGAH	7307042005	PATTONGKO	227	411	450	360	322	372	364	359	313	232	192	169	140	100	83	86
7307	SINJAI	730704	SINJAI TENGAH	7307042006	SAOTENGNGA	167	328	399	317	322	301	284	255	262	228	181	144	103	78	66	116
7307	SINJAI	730704	SINJAI TENGAH	7307042007	SAOHIRING	138	263	276	225	233	285	259	248	239	181	155	136	109	82	55	78
7307	SINJAI	730704	SINJAI TENGAH	7307042008	KANRUNG	139	343	421	317	232	260	314	333	270	179	143	150	103	104	78	93
7307	SINJAI	730704	SINJAI TENGAH	7307042009	SAOTANRE	109	226	190	192	172	187	145	121	128	97	81	66	52	34	45	51
7307	SINJAI	730704	SINJAI TENGAH	7307042010	BONTO	136	236	207	167	182	204	173	172	155	111	83	50	55	35	24	44
7307	SINJAI	730704	SINJAI TENGAH	7307042011		111	211	207	176	168	169	145	115	98	70	99	55	41	28	30	41
7307	SINJAI	730705	SINJAI UTARA	7307051001	BIRINGERE	524	978	1110	1028	1044	986	1006	842	812	665	615	429	273	196	174	222
7307	SINJAI	730705	SINJAI UTARA	7307051002	LAMATTI RILAU	142	308	294	252	251	219	188	191	223	173	112	87	67	59	50	66
7307	SINJAI	730705	SINJAI UTARA	7307051003	BALANGNIPA	700	1507	1648	1543	1482	1453	1543	1368	1151	971	795	547	420	301	247	237
7307	SINJAI	730705	SINJAI UTARA	7307051004	LAPPA	639	1369	1374	1224	1164	1306	1269	1090	956	734	591	460	349	185	157	167
7307	SINJAI	730705	SINJAI UTARA	7307051005	BONGKI	579	1072	1090	1022	994	992	971	793	734	589	469	374	229	169	136	131
7307	SINJAI	730705	SINJAI UTARA	7307051006	ALEHANUAE	79	188	282	239	217	204	176	168	181	132	89	83	62	65	43	73
7307	SINJAI	730706	BULUPODDO	7307062001	LAMATTI RIATTANG	92	205	245	216	158	156	216	168	215	119	115	108	76	79	41	52
7307	SINJAI	730706	BULUPODDO	7307062002	LAMATTI RIAJA	144	280	297	259	248	239	248	241	207	141	148	134	95	51	50	66
7307	SINJAI	730706	BULUPODDO	7307062003	BULU TELLUE	139	319	339	282	233	289	298	277	253	200	191	149	113	116	81	91
7307	SINJAI	730706	BULUPODDO	7307062004	DUAMPANUAE	138	281	340	286	243	336	286	286	288	184	187	143	98	74	52	66
7307	SINJAI	730706	BULUPODDO	7307062005	TOMPOBULU	137	267	331	289	279	289	284	244	233	176	161	110	71	71	64	80
7307	SINJAI	730706	BULUPODDO	7307062006	LAMATTI RIAWANG	117	259	258	198	205	182	187	185	184	163	102	89	73	63	47	96
7307	SINJAI	730706	BULUPODDO	7307062007	LAPPACINRANA	40	88	106	86	91	83	85	70	108	81	57	40	36	24	23	15
7307	SINJAI	730707	SINJAI BORONG	7307071001	PASIR PUTIH	92	246	263	243	185	259	245	209	170	154	164	139	113	59	49	75
7307	SINJAI	730707	SINJAI BORONG	7307072002	BATU BELERANG	73	185	232	213	141	193	197	149	175	130	118	62	64	31	37	43
7307	SINJAI	730707	SINJAI BORONG	7307072003	BIJI NANGKA	105	262	281	219	188	253	221	215	216	143	145	97	60	62	40	50
7307	SINJAI	730707	SINJAI BORONG	7307072004	BARAMBANG	119	310	346	280	279	310	250	202	219	163	192	120	72	52	48	32
7307	SINJAI	730707	SINJAI BORONG	7307072005	BONTO SINALA	70	144	193	130	136	131	129	127	115	105	82	50	56	43	28	31
7307	SINJAI	730707	SINJAI BORONG	7307072006	KASSI BULENG	92	246	273	206	230	224	238	193	175	139	175	76	71	43	33	48
7307	SINJAI	730707	SINJAI BORONG	7307072007	BONTO KATUTE	114	312	364	318	251	263	242	160	216	132	158	87	96	54	58	32
7307	SINJAI	730707	SINJAI BORONG	7307072008	BONTO TENGNGA	63	159	192	179	168	174	140	139	154	147	103	46	45	41	34	34
7307	SINJAI	730708	TELLU LIMPOE	7307081001	MANNANTI	197	446	529	526	433	427	374	351	335	243	217	179	95	60	62	78
7307	SINJAI	730708	TELLU LIMPOE	7307082002	SAOTENGAH	177	374	482	383	331	343	383	348	337	235	169	122	92	48	55	62
7307	SINJAI	730708	TELLU LIMPOE	7307082003	KALOBBA	162	377	478	388	302	362	379	358	310	249	183	116	95	63	72	59
7307	SINJAI	730708	TELLU LIMPOE	7307082004	TELLU LIMPOE	170	373	470	436	369	379	342	314	330	199	157	137	108	60	60	48
7307	SINJAI	730708	TELLU LIMPOE	7307082005	MASSAILE	146	291	313	294	222	259	278	299	258	157	121	79	91	60	44	65
7307	SINJAI	730708	TELLU LIMPOE	7307082006	LEMBANG LOHE	109	232	306	277	242	264	241	212	179	139	104	95	73	51	27	49
7307	SINJAI	730708	TELLU LIMPOE	7307082007	PATTONGKO	119	306	376	330	349	294	313	261	255	194	138	120	85	89	46	99
7307	SINJAI	730708	TELLU LIMPOE	7307082008	BUA	125	365	468	424	283	282	322	320	324	218	197	142	120	78	86	117
7307	SINJAI	730708	TELLU LIMPOE	7307082009	SUKAMAJU	129	329	387	400	333	317	267	309	234	199	165	182	99	65	76	75
7307	SINJAI	730708	TELLU LIMPOE	7307082010	ERABARU	149	321	377	388	367	375	286	313	266	199	207	143	109	61	62	62
7307	SINJAI	730708	TELLU LIMPOE	7307082011	SAMATURUE	107	246	307	255	233	270	265	220	199	137	102	102	54	47	28	32
7307	SINJAI	730709	PULAU SEMBILAN	7307092001	PULAU HARAPAN	194	417	404	326	311	341	299	277	259	196	157	89	85	54	30	53
7307	SINJAI	730709	PULAU SEMBILAN	7307092002	PULAU BUHUNG PITUE	111	201	213	202	210	240	225	166	155	128	123	75	62	35	32	24
7307	SINJAI	730709	PULAU SEMBILAN	7307092003	PULAU PADAELO	63	136	165	107	118	100	127	114	73	73	57	40	31	26	18	14
7307	SINJAI	730709	PULAU SEMBILAN	7307092004	PULAU PERSATUAN	50	150	157	105	135	107	135	65	110	57	58	41	19	16	12	11
7308	BONE	730801	BONTOCANI	7308011001	KAHU	92	131	176	133	130	133	145	110	109	66	96	66	53	30	30	42
7308	BONE	730801	BONTOCANI	7308012002	WATANGCANI	57	186	261	236	212	216	232	154	200	155	180	93	85	69	49	59
7308	BONE	730801	BONTOCANI	7308012003	PATTUKU	80	157	243	218	160	137	132	118	100	61	57	66	58	11	33	73
7308	BONE	730801	BONTOCANI	7308012004	BONTOJAI	133	318	369	230	232	201	227	184	150	122	102	81	86	42	51	30
7308	BONE	730801	BONTOCANI	7308012005	BANA	77	243	372	280	215	218	278	219	169	137	121	95	99	73	62	74
7308	BONE	730801	BONTOCANI	7308012006	PAMMUSURE	55	147	188	156	99	111	152	124	125	89	71	59	44	47	56	53
7308	BONE	730801	BONTOCANI	7308012007	LANGI	107	239	310	272	207	244	251	190	180	99	114	85	59	61	44	65
7308	BONE	730801	BONTOCANI	7308012008	ERE CINNONG	41	110	139	125	139	117	87	108	113	85	53	57	32	38	29	30
7308	BONE	730801	BONTOCANI	7308012009	BULUSIRUA	125	239	265	182	182	167	168	150	142	82	108	53	62	34	42	56
7308	BONE	730801	BONTOCANI	7308012010	LAMONCONG	19	41	49	35	38	41	38	35	49	13	21	7	5	18	19	8
7308	BONE	730801	BONTOCANI	7308012011	MATTIRO WALIE	35	62	85	86	108	94	97	93	80	59	48	30	19	34	23	29
7308	BONE	730802	KAHU	7308021001	PALATTAE	113	246	362	323	304	272	251	207	244	209	159	153	109	56	41	66
7308	BONE	730802	KAHU	7308022002	NUSA	40	155	202	176	166	150	148	140	140	99	112	89	63	52	42	56
7308	BONE	730802	KAHU	7308022003	PASAKA	76	164	346	268	250	217	247	198	232	177	158	115	119	54	61	117
7308	BONE	730802	KAHU	7308022004	LABUAJA	103	223	235	196	160	158	173	144	172	108	97	84	68	33	29	80
7308	BONE	730802	KAHU	7308022005	CAKKELA	67	141	179	147	125	118	126	122	102	88	66	61	55	50	30	38
7308	BONE	730802	KAHU	7308022006	BALLE	71	158	173	162	159	154	136	116	144	105	102	54	38	46	35	39
7308	BONE	730802	KAHU	7308022007	MATAJANG	45	124	166	108	87	109	157	108	122	70	70	84	62	36	29	35
7308	BONE	730802	KAHU	7308022008	CENRANA	78	210	273	241	306	220	225	209	210	162	116	93	93	51	49	55
7308	BONE	730802	KAHU	7308022009	SANREGO	100	316	475	352	402	360	382	365	456	309	255	156	205	109	97	64
7308	BONE	730802	KAHU	7308022010	BIRU	137	402	387	387	419	455	392	319	352	258	206	190	165	110	106	86
7308	BONE	730802	KAHU	7308022011	PALAKKA	112	341	388	249	247	303	397	299	280	211	193	107	119	47	81	68
7308	BONE	730802	KAHU	7308022012	TOMPONG PATU	126	273	445	323	319	337	336	325	323	270	217	172	142	83	65	110
7308	BONE	730802	KAHU	7308022013	HULO	103	240	280	200	231	255	313	229	217	177	172	123	90	48	43	77
7308	BONE	730802	KAHU	7308022014	CAMMILO	53	143	165	112	119	116	137	94	103	71	55	49	36	32	40	42
7308	BONE	730802	KAHU	7308022015	CARIMA	45	111	128	107	88	76	97	100	113	77	49	46	38	42	27	36
7308	BONE	730802	KAHU	7308022016	MATTOANGING	17	48	62	63	60	49	62	43	51	29	54	27	37	11	11	22
7308	BONE	730802	KAHU	7308022017	ARALLAE	112	178	218	199	175	201	165	187	159	179	71	78	94	59	48	39
7308	BONE	730802	KAHU	7308022018	BONTO PADANG	59	167	201	189	169	154	177	123	161	102	96	89	57	47	52	48
7308	BONE	730802	KAHU	7308022019	LALEPO	39	65	92	91	89	80	99	95	88	36	70	37	45	32	23	26
7308	BONE	730802	KAHU	7308022020	MAGGENRAN	46	171	159	137	129	126	134	109	97	88	71	42	49	32	14	18
7308	BONE	730803	KAJUARA	7308031001	AWANG TANGKA	72	133	180	166	137	204	161	143	137	125	126	98	59	55	53	53
7308	BONE	730803	KAJUARA	7308032002	RAJA	123	244	248	254	241	263	196	200	200	137	146	94	83	65	52	61
7308	BONE	730803	KAJUARA	7308032003	ABBUMPUNGENG	34	145	181	172	176	153	139	135	144	84	64	57	57	49	51	69
7308	BONE	730803	KAJUARA	7308032004	BULU TANAH	41	131	224	252	216	208	248	250	187	129	115	82	81	79	79	116
7308	BONE	730803	KAJUARA	7308032005	GONA	170	388	387	324	334	329	308	285	304	212	178	126	132	129	101	135
7308	BONE	730803	KAJUARA	7308032006	BUARENG	76	175	236	206	209	170	154	151	172	124	114	86	87	54	44	65
7308	BONE	730803	KAJUARA	7308032007	POLEWALI	44	120	172	141	113	114	134	101	110	88	60	73	48	46	27	42
7308	BONE	730803	KAJUARA	7308032008	PADAELO	49	124	151	157	127	111	128	126	101	80	53	52	49	44	31	33
7308	BONE	730803	KAJUARA	7308032010	TARASU	199	347	416	339	349	367	344	308	283	191	170	156	97	66	70	54
7308	BONE	730803	KAJUARA	7308032011	LEMO	80	143	228	192	229	184	168	184	172	145	123	70	66	63	56	83
7308	BONE	730803	KAJUARA	7308032012	KALERO	152	347	388	267	335	323	361	309	296	175	146	129	96	41	60	58
7308	BONE	730803	KAJUARA	7308032013	LAPPA BOSSE	119	278	342	296	253	260	223	244	258	117	156	85	78	71	67	112
7308	BONE	730803	KAJUARA	7308032014	WAETUO2	90	202	194	209	205	166	140	162	170	87	85	89	62	38	35	20
7308	BONE	730803	KAJUARA	7308032015	PUDE	179	318	316	259	282	310	297	271	197	167	112	123	80	84	65	89
7308	BONE	730803	KAJUARA	7308032017	MASSANGKAE	107	276	335	264	266	259	263	215	191	132	127	67	83	55	63	38
7308	BONE	730803	KAJUARA	7308032018	MALLAHAE	64	130	134	113	107	124	109	100	87	46	49	65	59	47	41	37
7308	BONE	730803	KAJUARA	7308032019		48	161	172	117	158	151	154	112	106	67	59	46	43	40	39	24
7308	BONE	730803	KAJUARA	7308032020		16	79	100	93	84	77	88	84	81	52	45	54	32	30	24	32
7308	BONE	730804	SALOMEKKO	7308041001	PANCAITANA	115	248	297	295	257	280	233	235	189	150	129	129	95	58	61	57
7308	BONE	730804	SALOMEKKO	7308042002	MALIMONGENG	192	349	436	402	356	335	274	268	257	190	143	134	105	38	42	50
7308	BONE	730804	SALOMEKKO	7308042003	MANERA	102	135	137	166	143	163	132	99	119	83	93	60	75	34	29	35
7308	BONE	730804	SALOMEKKO	7308042004	ULU BALANG	148	292	322	291	294	328	245	162	218	145	168	99	105	56	62	48
7308	BONE	730804	SALOMEKKO	7308042005	GATTARENG	148	337	479	436	392	353	301	259	274	209	141	137	155	107	96	71
7308	BONE	730804	SALOMEKKO	7308042006	BELLU	39	99	143	160	157	156	132	107	133	126	95	64	43	50	50	58
7308	BONE	730804	SALOMEKKO	7308042007	TEBBA	60	96	139	126	108	114	95	70	76	88	76	67	42	32	39	18
7308	BONE	730804	SALOMEKKO	7308042008	MAPPATOBA	73	165	211	199	209	166	179	171	143	123	140	121	78	57	51	76
7308	BONE	730805	TONRA	7308052001	BULU-BULU	149	353	435	361	329	387	380	349	295	250	174	158	168	95	79	70
7308	BONE	730805	TONRA	7308052002	GARECCING	47	118	141	105	90	94	94	104	79	64	57	50	29	24	17	19
7308	BONE	730805	TONRA	7308052003	BICCOING	75	181	204	159	146	167	137	180	130	89	82	65	82	34	20	28
7308	BONE	730805	TONRA	7308052004	UJUNGE	28	86	92	86	84	78	56	64	55	45	33	22	22	15	15	14
7308	BONE	730805	TONRA	7308052005	LIBURENG	46	105	153	131	136	118	110	136	111	71	66	46	49	32	27	17
7308	BONE	730805	TONRA	7308052006	RAPPA	44	131	106	74	71	84	80	62	66	40	57	18	34	20	19	16
7308	BONE	730805	TONRA	7308052007	BACU	32	119	109	117	101	59	76	69	73	58	42	29	39	25	23	28
7308	BONE	730805	TONRA	7308052008	MUARA	34	68	91	52	72	58	67	74	60	60	27	26	21	23	15	17
7308	BONE	730805	TONRA	7308052009	BONEPUTE	30	61	63	62	64	59	66	63	47	34	41	26	41	18	17	18
7308	BONE	730805	TONRA	7308052010	PADATUO	82	190	233	193	158	161	175	139	131	110	56	63	48	43	33	39
7308	BONE	730805	TONRA	7308052011	SAMAENRE	52	136	146	135	88	100	92	94	86	57	22	38	42	59	20	3
7308	BONE	730806	LIBURENG	7308061001	TANABATUE	81	235	356	373	308	277	269	244	274	179	172	194	151	118	95	142
7308	BONE	730806	LIBURENG	7308062002	TOMPOBULU	31	67	152	114	94	99	131	138	117	50	53	52	55	23	25	29
7308	BONE	730806	LIBURENG	7308062003	TAPPALE	57	159	227	209	204	161	208	226	243	159	149	107	79	44	53	66
7308	BONE	730806	LIBURENG	7308062004	POLEWALI	37	113	150	142	149	115	105	124	120	125	87	75	54	38	38	44
7308	BONE	730806	LIBURENG	7308062005	PITUMPIDANGE	105	229	279	258	294	235	128	150	222	270	251	138	65	31	30	49
7308	BONE	730806	LIBURENG	7308062006	BUNE	65	122	247	162	179	183	217	239	234	154	153	112	126	62	34	92
7308	BONE	730806	LIBURENG	7308062007	SWADAYA	30	83	113	96	96	87	73	86	85	76	64	62	37	22	37	54
7308	BONE	730806	LIBURENG	7308062008	BINUANG	50	146	197	140	122	116	138	156	160	86	76	71	59	51	24	53
7308	BONE	730806	LIBURENG	7308062009	MALLINRUN	87	217	293	243	215	208	251	308	191	141	138	106	83	48	36	92
7308	BONE	730806	LIBURENG	7308062010	CEPPAGA	67	162	211	224	230	179	173	162	191	157	173	100	83	75	60	76
7308	BONE	730806	LIBURENG	7308062011	BARINGENG	35	125	155	97	121	144	132	145	130	98	91	54	46	25	21	27
7308	BONE	730806	LIBURENG	7308062012	MARIO	75	137	162	138	116	121	138	159	111	91	95	101	73	49	29	30
7308	BONE	730806	LIBURENG	7308062013	WANUAWARU	91	166	217	229	223	215	184	170	166	155	128	77	78	39	41	29
