kdkab	namakab	kdkec	namakec	kdkel	desakel	laki	perempuan	blm_kwn	kwn	cr_hdp	cr_mati	jml_duk
7306	GOWA	730606	BONTOMARANNU	7306062014		1247	1233	1149	1219	16	96	2480
7306	GOWA	730607	PALLANGGA	7306071001	TETEBATU	3524	3523	3466	3309	44	228	7047
7306	GOWA	730607	PALLANGGA	7306071002	PANGKABINANGA	3210	3224	3368	2851	40	175	6434
7306	GOWA	730607	PALLANGGA	7306071003	BUNGAEJAYA	1388	1446	1331	1359	29	115	2834
7306	GOWA	730607	PALLANGGA	7306071015		5818	5714	6242	4918	82	290	11532
7306	GOWA	730607	PALLANGGA	7306072004	BONTOALA	10794	10683	11667	9147	131	532	21477
7306	GOWA	730607	PALLANGGA	7306072005	PALLANGGA	2909	2932	2782	2787	37	235	5841
7306	GOWA	730607	PALLANGGA	7306072006	JULUBORI	2806	2865	2618	2840	44	169	5671
7306	GOWA	730607	PALLANGGA	7306072007	KAMPILI	2292	2439	2118	2352	48	213	4731
7306	GOWA	730607	PALLANGGA	7306072008	PANAKKUKANG	2791	2790	2798	2592	25	166	5581
7306	GOWA	730607	PALLANGGA	7306072009	BONTORAMBA	2454	2486	2211	2499	35	195	4940
7306	GOWA	730607	PALLANGGA	7306072010	JENETALLASA	9196	9132	10020	7797	85	426	18328
7306	GOWA	730607	PALLANGGA	7306072011	JULUKANAYA	2477	2513	2271	2520	38	161	4990
7306	GOWA	730607	PALLANGGA	7306072012	JULUPAMAI	1407	1447	1298	1436	18	102	2854
7306	GOWA	730607	PALLANGGA	7306072013		1541	1575	1501	1475	16	124	3116
7306	GOWA	730607	PALLANGGA	7306072014		1616	1668	1475	1659	25	125	3284
7306	GOWA	730607	PALLANGGA	7306072016	TAENG	3813	3723	4058	3204	47	227	7536
7306	GOWA	730608	SOMBA OPU	7306081001	SUNGGUMINASA	4342	4468	4878	3580	82	270	8810
7306	GOWA	730608	SOMBA OPU	7306081002	BONTO BONTOA	7588	7628	8273	6444	132	367	15216
7306	GOWA	730608	SOMBA OPU	7306081003	BATANGKALUKU	7710	7499	8531	6266	91	321	15209
7306	GOWA	730608	SOMBA OPU	7306081004	TOMPOBALANG	6682	6617	7064	5826	84	325	13299
7306	GOWA	730608	SOMBA OPU	7306081005	SAMATA	4166	4222	4344	3712	53	279	8388
7306	GOWA	730608	SOMBA OPU	7306081006	KATANGKA	5204	5207	5801	4218	90	302	10411
7306	GOWA	730608	SOMBA OPU	7306081007	PANDANG PANDANG	4567	4537	5011	3771	72	250	9104
7306	GOWA	730608	SOMBA OPU	7306081008	TOMBOLO	8136	8183	8988	6899	94	338	16319
7306	GOWA	730608	SOMBA OPU	7306081009	KALEGOWA	1534	1682	1827	1228	37	124	3216
7306	GOWA	730608	SOMBA OPU	7306081010	ROMANGPOLONG	3808	3865	4050	3348	52	223	7673
7306	GOWA	730608	SOMBA OPU	7306081011	PACCINONGAN	11813	11545	13107	9617	138	496	23358
7306	GOWA	730608	SOMBA OPU	7306081012	TAMARUNANG	7579	7358	8049	6478	87	323	14937
7306	GOWA	730608	SOMBA OPU	7306081013	BONTORAMBA	1838	1893	1844	1771	25	91	3731
7306	GOWA	730608	SOMBA OPU	7306081014	MAWANG	2272	2227	2326	2048	22	103	4499
7306	GOWA	730609	BUNGAYA	7306091001	SAPAYA	2058	2038	1871	2065	44	116	4096
7306	GOWA	730609	BUNGAYA	7306091010		1262	1136	1141	1171	11	75	2398
7306	GOWA	730609	BUNGAYA	7306092002	BONTOMANAI	1585	1634	1492	1605	25	97	3219
7306	GOWA	730609	BUNGAYA	7306092003	BUAKKANG	1283	1347	1191	1338	12	89	2630
7306	GOWA	730609	BUNGAYA	7306092004	BISSOLORO	1080	1063	937	1147	10	49	2143
7306	GOWA	730609	BUNGAYA	7306092011	BONTOTANGNGA	624	594	609	576	6	27	1218
7306	GOWA	730609	BUNGAYA	7306092012	ULUJANGAN	932	932	887	916	10	51	1864
7306	GOWA	730610	TOMBOLO PAO	7306101001		1626	1657	1795	1352	29	107	3283
7306	GOWA	730610	TOMBOLO PAO	7306102002	TABBINJAI	1512	1496	1609	1260	37	102	3008
7306	GOWA	730610	TOMBOLO PAO	7306102003	ERELEMBANG	2041	1998	2063	1820	26	130	4039
7306	GOWA	730610	TOMBOLO PAO	7306102004	KANREAPIA	1991	1949	1959	1865	23	93	3940
7306	GOWA	730610	TOMBOLO PAO	7306102005	PAO	1093	1047	1196	853	24	67	2140
7306	GOWA	730610	TOMBOLO PAO	7306102006	BALASSUKA	1604	1521	1727	1265	24	109	3125
7306	GOWA	730610	TOMBOLO PAO	7306102007	MAMAMPANG	1245	1198	1277	1059	25	82	2443
7306	GOWA	730610	TOMBOLO PAO	7306102008	TONASA	2406	2411	2584	2039	32	162	4817
7306	GOWA	730610	TOMBOLO PAO	7306102009		457	463	464	425	5	26	920
7306	GOWA	730611	BIRINGBULU	7306111004		1067	1026	694	1289	10	100	2093
7306	GOWA	730611	BIRINGBULU	7306112001	TARING	2268	2105	1695	2537	28	113	4373
7306	GOWA	730611	BIRINGBULU	7306112002	TONRORITA	1789	1711	1501	1864	30	105	3500
7306	GOWA	730611	BIRINGBULU	7306112003	PENCONG	1469	1400	1273	1493	12	91	2869
7306	GOWA	730611	BIRINGBULU	7306112005	BERUTALLASA	2458	2455	1964	2792	36	121	4913
7306	GOWA	730611	BIRINGBULU	7306112006	PARANGLOE	1428	1348	1168	1499	20	89	2776
7306	GOWA	730611	BIRINGBULU	7306112007	BATURAPPE	1888	1920	1543	2085	41	139	3808
7306	GOWA	730611	BIRINGBULU	7306112008	BATUMALONRO	1188	1186	941	1319	28	86	2374
7306	GOWA	730611	BIRINGBULU	7306112009	LEMBANGLOE	686	620	442	817	15	32	1306
7306	GOWA	730611	BIRINGBULU	7306112010	BORIMASUNGGU	1228	1157	1098	1244	5	38	2385
7306	GOWA	730611	BIRINGBULU	7306112011		840	760	491	1029	22	58	1600
7306	GOWA	730612	BAROMBONG	7306121001	BENTENG SOMBA OPU	3148	3016	3152	2834	31	147	6164
7306	GOWA	730612	BAROMBONG	7306121005		2694	2658	2703	2432	26	191	5352
7306	GOWA	730612	BAROMBONG	7306122002	KANJILO	4040	4061	4129	3761	29	182	8101
7306	GOWA	730612	BAROMBONG	7306122003	MONCOBALANG	2598	2654	2642	2387	41	182	5252
7306	GOWA	730612	BAROMBONG	7306122004	TINGGIMAE	2663	2541	2578	2399	46	181	5204
7306	GOWA	730612	BAROMBONG	7306122006	BIRINGNGALLA	1452	1515	1408	1424	17	118	2967
7306	GOWA	730612	BAROMBONG	7306122007	TAMANNYELENG	3007	3030	3212	2631	22	172	6037
7306	GOWA	730613	PATTALASSANG	7306132001	TIMBUSENG	2013	2069	2038	1834	52	158	4082
7306	GOWA	730613	PATTALASSANG	7306132002	PATTALASSANG	1645	1667	1566	1619	19	108	3312
7306	GOWA	730613	PATTALASSANG	7306132003	PALANTIKANG	913	957	928	872	9	61	1870
7306	GOWA	730613	PATTALASSANG	7306132004	SUNGGUMANAI	1711	1702	1751	1524	18	120	3413
7306	GOWA	730613	PATTALASSANG	7306132005	PACCELEKANG	2047	2082	2090	1884	24	131	4129
7306	GOWA	730613	PATTALASSANG	7306132006	PANAIKANG	1235	1237	1238	1146	7	81	2472
7306	GOWA	730613	PATTALASSANG	7306132007	JE'NEMADINGING	1125	1200	1157	1095	23	50	2325
7306	GOWA	730613	PATTALASSANG	7306132008	BORONG PA'LALA	888	905	887	828	16	62	1793
7306	GOWA	730614	MANUJU	7306142001	MANUJU	1176	1186	1094	1146	24	98	2362
7306	GOWA	730614	MANUJU	7306142002	PATTALIKKANG	1524	1484	1415	1478	18	97	3008
7306	GOWA	730614	MANUJU	7306142003	TAMALATEA	1261	1292	1167	1265	30	91	2553
7306	GOWA	730614	MANUJU	7306142004	MONCONGLOE	917	958	863	919	15	78	1875
7306	GOWA	730614	MANUJU	7306142005	BILALANG	429	425	394	421	7	32	854
7306	GOWA	730614	MANUJU	7306142006	TASSESE	762	787	629	847	13	60	1549
7306	GOWA	730614	MANUJU	7306142007	TANAKKARAENG	1080	1071	982	1104	14	51	2151
7306	GOWA	730615	BONTOLEMPANGANG	7306152001	JULUMATE'NE	866	872	697	963	8	70	1738
7306	GOWA	730615	BONTOLEMPANGANG	7306152002	BONTOLEMPANGANG	1315	1306	1141	1396	13	71	2621
7306	GOWA	730615	BONTOLEMPANGANG	7306152003	LASSA-LASSA	921	913	818	928	10	78	1834
7306	GOWA	730615	BONTOLEMPANGANG	7306152004	BONTOLOE	1152	1120	1047	1135	13	77	2272
7306	GOWA	730615	BONTOLEMPANGANG	7306152005	PA'LADINGANG	1072	1078	1031	1021	14	84	2150
7306	GOWA	730615	BONTOLEMPANGANG	7306152006	PARANGLOMPOA	1473	1392	1271	1528	11	55	2865
7306	GOWA	730615	BONTOLEMPANGANG	7306152007	BONTOTANGNGA	880	796	755	850	15	56	1676
7306	GOWA	730615	BONTOLEMPANGANG	7306152008	ULUJANGANG	637	581	400	750	14	54	1218
7306	GOWA	730616	BONTONOMPO SELATAN	7306161009	BONTORAMBA	1530	1588	1613	1380	11	114	3118
7306	GOWA	730616	BONTONOMPO SELATAN	7306162001	SENGKA	2644	2931	2892	2410	23	250	5575
7306	GOWA	730616	BONTONOMPO SELATAN	7306162002	TANRARA	1900	1924	1898	1740	18	168	3824
7306	GOWA	730616	BONTONOMPO SELATAN	7306162003	TINDANG	2134	2213	2179	2044	7	117	4347
7306	GOWA	730616	BONTONOMPO SELATAN	7306162004	PA'BUNDUKANG	1195	1238	1222	1149	2	60	2433
7306	GOWA	730616	BONTONOMPO SELATAN	7306162005	BONTOSUNGGU	1311	1349	1416	1168	3	73	2660
7306	GOWA	730616	BONTONOMPO SELATAN	7306162006	SALAJENGKI	1616	1721	1788	1421	6	122	3337
7306	GOWA	730616	BONTONOMPO SELATAN	7306162007	SALAJO	392	407	415	338	6	40	799
7306	GOWA	730616	BONTONOMPO SELATAN	7306162008	JIPANG	2308	2544	2617	1963	35	237	4852
7306	GOWA	730617	PARIGI	7306172001	MAJANNANG	1319	1413	1040	1478	34	180	2732
7306	GOWA	730617	PARIGI	7306172002	JONJO	1467	1631	1375	1550	34	139	3098
7306	GOWA	730617	PARIGI	7306172003	MANIMBAHOI	1590	1678	1304	1766	33	165	3268
7306	GOWA	730617	PARIGI	7306172004	SICINI	1664	1733	1397	1877	36	87	3397
7306	GOWA	730617	PARIGI	7306172005	BILANRENGI	1033	1091	795	1189	15	125	2124
7306	GOWA	730618	BAJENG BARAT	7306182001	BORIMATANGKASA	1632	1676	1565	1608	15	120	3308
7306	GOWA	730618	BAJENG BARAT	7306182002	MANDALLE	1568	1583	1492	1525	18	116	3151
7306	GOWA	730618	BAJENG BARAT	7306182003	MANJALLING	1780	1835	1810	1651	20	134	3615
7306	GOWA	730618	BAJENG BARAT	7306182004	GENTUNGANG	2716	2844	2629	2725	34	172	5560
7306	GOWA	730618	BAJENG BARAT	7306182005	TANABANGKA	1573	1623	1482	1599	14	101	3196
7306	GOWA	730618	BAJENG BARAT	7306182006	KALEMANDALLE	1515	1560	1451	1520	18	86	3075
7306	GOWA	730618	BAJENG BARAT	7306182007	BONTOMANAI	1212	1222	1182	1146	13	93	2434
7307	SINJAI	730701	SINJAI BARAT	7307011001	TASSILILU	2656	2827	2839	2341	59	244	5483
7307	SINJAI	730701	SINJAI BARAT	7307011002	BALAKIA	704	731	723	638	8	66	1435
7307	SINJAI	730701	SINJAI BARAT	7307012003	GUNUNG PERAK	1641	1710	1697	1464	20	170	3351
7307	SINJAI	730701	SINJAI BARAT	7307012004	ARABIKA	1448	1462	1564	1197	23	126	2910
7307	SINJAI	730701	SINJAI BARAT	7307012005	BONTO SALAMA	1543	1604	1630	1376	15	126	3147
7307	SINJAI	730701	SINJAI BARAT	7307012006	TURUNGAN BAJI	1057	1012	1087	863	17	102	2069
7307	SINJAI	730701	SINJAI BARAT	7307012007	BARANIA	1091	1114	1051	1018	27	109	2205
7307	SINJAI	730701	SINJAI BARAT	7307012008	BOTO LEMPANGAN	1543	1572	1585	1349	25	156	3115
7307	SINJAI	730701	SINJAI BARAT	7307012009	TERASA	1574	1449	1624	1237	23	139	3023
7307	SINJAI	730702	SINJAI SELATAN	7307021001	SANGIASSERI	3720	3916	4186	2996	90	364	7636
7307	SINJAI	730702	SINJAI SELATAN	7307022002	PUNCAK	1830	1823	1914	1537	30	172	3653
7307	SINJAI	730702	SINJAI SELATAN	7307022003	SONGING	1118	1267	1261	954	34	136	2385
7307	SINJAI	730702	SINJAI SELATAN	7307022004	ASKA	2233	2356	2361	1940	35	253	4589
7307	SINJAI	730702	SINJAI SELATAN	7307022005	TALLE	2883	2949	3026	2442	67	297	5832
7307	SINJAI	730702	SINJAI SELATAN	7307022006	PALAE	1984	2089	2192	1548	74	259	4073
7307	SINJAI	730702	SINJAI SELATAN	7307022007	BULU KAMASE	1806	1912	1982	1457	46	233	3718
7307	SINJAI	730702	SINJAI SELATAN	7307022008	PALANGKA	1831	1822	1877	1586	42	148	3653
7307	SINJAI	730702	SINJAI SELATAN	7307022009	POLEWALI	1060	1058	1145	870	14	89	2118
7307	SINJAI	730702	SINJAI SELATAN	7307022010	ALENANGKA	1291	1260	1356	1062	36	97	2551
7307	SINJAI	730702	SINJAI SELATAN	7307022011	GARECCING	2411	2551	2683	1993	45	241	4962
7307	SINJAI	730703	SINJAI TIMUR	7307031001	SAMATARING	2394	2450	2627	1951	46	220	4844
7307	SINJAI	730703	SINJAI TIMUR	7307032002	SANJAI	1879	1904	2003	1550	39	191	3783
7307	SINJAI	730703	SINJAI TIMUR	7307032003	PATTALASSANG	1238	1295	1319	1030	21	163	2533
7307	SINJAI	730703	SINJAI TIMUR	7307032004	PANAIKANG	1099	1132	1206	842	24	159	2231
7307	SINJAI	730703	SINJAI TIMUR	7307032005	SAUKANG	1224	1352	1395	1023	31	127	2576
7307	SINJAI	730703	SINJAI TIMUR	7307032006	KAMPALA	1459	1598	1684	1167	26	180	3057
7307	SINJAI	730703	SINJAI TIMUR	7307032007	LASIAI	1221	1247	1288	1015	27	138	2468
7307	SINJAI	730703	SINJAI TIMUR	7307032008	BIRORO	1437	1385	1503	1139	36	144	2822
7307	SINJAI	730703	SINJAI TIMUR	7307032009	KALOLING	1171	1143	1203	954	31	126	2314
7307	SINJAI	730703	SINJAI TIMUR	7307032010	PASIMARANNU	1062	1096	1111	927	13	107	2158
7307	SINJAI	730703	SINJAI TIMUR	7307032011	TONGKE-TONGKE	2257	2322	2528	1772	58	221	4579
7307	SINJAI	730703	SINJAI TIMUR	7307032012	SALOHE	856	916	953	701	11	107	1772
7307	SINJAI	730703	SINJAI TIMUR	7307032013	BONGKI LENGKESE	530	536	557	431	14	64	1066
7307	SINJAI	730704	SINJAI TENGAH	7307041001	SAMAENRE	1406	1446	1450	1204	37	161	2852
7307	SINJAI	730704	SINJAI TENGAH	7307042002		1686	1668	1720	1409	41	184	3354
7307	SINJAI	730704	SINJAI TENGAH	7307042003	KOMPANG	1219	1225	1255	1045	14	130	2444
7307	SINJAI	730704	SINJAI TENGAH	7307042004	BARU	1082	1086	1126	891	18	133	2168
7307	SINJAI	730704	SINJAI TENGAH	7307042005	PATTONGKO	2103	2110	2001	1988	41	183	4213
7307	SINJAI	730704	SINJAI TENGAH	7307042006	SAOTENGNGA	1725	1851	1866	1486	40	184	3576
7307	SINJAI	730704	SINJAI TENGAH	7307042007	SAOHIRING	1499	1483	1392	1377	50	163	2982
7307	SINJAI	730704	SINJAI TENGAH	7307042008	KANRUNG	1748	1758	1776	1493	54	183	3506
7307	SINJAI	730704	SINJAI TENGAH	7307042009	SAOTANRE	960	942	966	845	13	78	1902
7307	SINJAI	730704	SINJAI TENGAH	7307042010	BONTO	1076	973	1037	894	19	99	2049
7307	SINJAI	730704	SINJAI TENGAH	7307042011		904	869	952	746	7	68	1773
7307	SINJAI	730705	SINJAI UTARA	7307051001	BIRINGERE	5232	5749	6191	4210	104	476	10981
7307	SINJAI	730705	SINJAI UTARA	7307051002	LAMATTI RILAU	1343	1366	1488	1043	27	151	2709
7307	SINJAI	730705	SINJAI UTARA	7307051003	BALANGNIPA	7818	8208	8883	6224	192	727	16026
7307	SINJAI	730705	SINJAI UTARA	7307051004	LAPPA	6468	6628	6926	5456	126	588	13096
7307	SINJAI	730705	SINJAI UTARA	7307051005	BONGKI	5002	5426	5846	4053	112	417	10428
7307	SINJAI	730705	SINJAI UTARA	7307051006	ALEHANUAE	1122	1181	1238	944	22	99	2303
7307	SINJAI	730706	BULUPODDO	7307062001	LAMATTI RIATTANG	1126	1173	1114	1045	24	116	2299
7307	SINJAI	730706	BULUPODDO	7307062002	LAMATTI RIAJA	1389	1485	1471	1214	32	157	2874
7307	SINJAI	730706	BULUPODDO	7307062003	BULU TELLUE	1627	1765	1605	1503	51	233	3392
7307	SINJAI	730706	BULUPODDO	7307062004	DUAMPANUAE	1666	1667	1556	1564	37	176	3333
7307	SINJAI	730706	BULUPODDO	7307062005	TOMPOBULU	1565	1542	1576	1353	42	136	3107
7307	SINJAI	730706	BULUPODDO	7307062006	LAMATTI RIAWANG	1187	1243	1207	1055	30	138	2430
7307	SINJAI	730706	BULUPODDO	7307062007	LAPPACINRANA	530	515	501	470	11	63	1045
7307	SINJAI	730707	SINJAI BORONG	7307071001	PASIR PUTIH	1330	1345	1301	1194	21	159	2675
7307	SINJAI	730707	SINJAI BORONG	7307072002	BATU BELERANG	1056	999	1053	879	13	110	2055
7307	SINJAI	730707	SINJAI BORONG	7307072003	BIJI NANGKA	1290	1290	1279	1132	26	143	2580
7307	SINJAI	730707	SINJAI BORONG	7307072004	BARAMBANG	1537	1497	1601	1241	38	154	3034
7307	SINJAI	730707	SINJAI BORONG	7307072005	BONTO SINALA	782	799	802	671	25	83	1581
7307	SINJAI	730707	SINJAI BORONG	7307072006	KASSI BULENG	1202	1270	1270	1075	20	107	2472
7307	SINJAI	730707	SINJAI BORONG	7307072007	BONTO KATUTE	1517	1364	1626	1129	22	104	2881
7307	SINJAI	730707	SINJAI BORONG	7307072008	BONTO TENGNGA	925	900	934	772	18	101	1825
7307	SINJAI	730708	TELLU LIMPOE	7307081001	MANNANTI	2319	2270	2412	1933	45	199	4589
7307	SINJAI	730708	TELLU LIMPOE	7307082002	SAOTENGAH	2006	1959	1983	1783	38	161	3965
7307	SINJAI	730708	TELLU LIMPOE	7307082003	KALOBBA	1947	2023	1972	1782	55	161	3970
7307	SINJAI	730708	TELLU LIMPOE	7307082004	TELLU LIMPOE	2010	1967	2065	1691	45	176	3977
7307	SINJAI	730708	TELLU LIMPOE	7307082005	MASSAILE	1497	1511	1490	1315	33	170	3008
7307	SINJAI	730708	TELLU LIMPOE	7307082006	LEMBANG LOHE	1315	1309	1353	1100	34	137	2624
7307	SINJAI	730708	TELLU LIMPOE	7307082007	PATTONGKO	1638	1743	1712	1441	47	181	3381
7307	SINJAI	730708	TELLU LIMPOE	7307082008	BUA	1894	1996	1930	1702	58	200	3890
7307	SINJAI	730708	TELLU LIMPOE	7307082009	SUKAMAJU	1786	1798	1814	1543	47	180	3584
7307	SINJAI	730708	TELLU LIMPOE	7307082010	ERABARU	1818	1892	1797	1654	34	225	3710
7307	SINJAI	730708	TELLU LIMPOE	7307082011	SAMATURUE	1316	1304	1321	1157	32	110	2620
7307	SINJAI	730709	PULAU SEMBILAN	7307092001	PULAU HARAPAN	1714	1789	1910	1386	44	163	3503
7307	SINJAI	730709	PULAU SEMBILAN	7307092002	PULAU BUHUNG PITUE	1101	1115	1118	943	35	120	2216
7307	SINJAI	730709	PULAU SEMBILAN	7307092003	PULAU PADAELO	617	655	705	481	13	73	1272
7307	SINJAI	730709	PULAU SEMBILAN	7307092004	PULAU PERSATUAN	604	639	682	462	16	83	1243
7308	BONE	730801	BONTOCANI	7308011001	KAHU	778	785	752	702	33	76	1563
7308	BONE	730801	BONTOCANI	7308012002	WATANGCANI	1198	1252	1156	1164	34	96	2450
7308	BONE	730801	BONTOCANI	7308012003	PATTUKU	888	834	962	682	21	57	1722
7308	BONE	730801	BONTOCANI	7308012004	BONTOJAI	1286	1289	1370	1062	37	106	2575
7308	BONE	730801	BONTOCANI	7308012005	BANA	1361	1378	1450	1116	34	139	2739
7308	BONE	730801	BONTOCANI	7308012006	PAMMUSURE	793	798	756	732	21	82	1591
7308	BONE	730801	BONTOCANI	7308012007	LANGI	1264	1303	1291	1124	39	113	2567
7308	BONE	730801	BONTOCANI	7308012008	ERE CINNONG	670	636	631	607	16	52	1306
7308	BONE	730801	BONTOCANI	7308012009	BULUSIRUA	1046	1034	1128	850	24	78	2080
7308	BONE	730801	BONTOCANI	7308012010	LAMONCONG	211	226	205	197	5	30	437
7308	BONE	730801	BONTOCANI	7308012011	MATTIRO WALIE	498	485	451	482	10	40	983
7308	BONE	730802	KAHU	7308021001	PALATTAE	1537	1622	1727	1257	29	146	3159
7308	BONE	730802	KAHU	7308022002	NUSA	899	934	910	820	19	84	1833
7308	BONE	730802	KAHU	7308022003	PASAKA	1358	1470	1423	1214	56	135	2828
7308	BONE	730802	KAHU	7308022004	LABUAJA	1030	1045	1089	889	24	73	2075
7308	BONE	730802	KAHU	7308022005	CAKKELA	742	788	776	659	20	75	1530
7308	BONE	730802	KAHU	7308022006	BALLE	824	876	867	735	12	86	1700
7308	BONE	730802	KAHU	7308022007	MATAJANG	708	714	625	731	15	51	1422
7308	BONE	730802	KAHU	7308022008	CENRANA	1300	1303	1276	1198	22	107	2603
7308	BONE	730802	KAHU	7308022009	SANREGO	2124	2333	1971	2202	95	189	4457
7308	BONE	730802	KAHU	7308022010	BIRU	2121	2268	2109	2011	47	222	4389
7308	BONE	730802	KAHU	7308022011	PALAKKA	1667	1812	1636	1649	40	154	3479
7308	BONE	730802	KAHU	7308022012	TOMPONG PATU	1911	2012	1696	1925	93	209	3923
7308	BONE	730802	KAHU	7308022013	HULO	1346	1522	1220	1418	53	177	2868
7308	BONE	730802	KAHU	7308022014	CAMMILO	666	711	728	574	13	62	1377
7308	BONE	730802	KAHU	7308022015	CARIMA	550	634	580	543	10	51	1184
7308	BONE	730802	KAHU	7308022016	MATTOANGING	312	337	312	307	6	24	649
7308	BONE	730802	KAHU	7308022017	ARALLAE	1097	1096	1079	974	28	112	2193
7308	BONE	730802	KAHU	7308022018	BONTO PADANG	915	982	938	845	21	93	1897
7308	BONE	730802	KAHU	7308022019	LALEPO	517	510	467	472	30	58	1027
7308	BONE	730802	KAHU	7308022020	MAGGENRAN	689	740	771	594	26	38	1429
7308	BONE	730803	KAJUARA	7308031001	AWANG TANGKA	867	1088	1073	757	24	101	1955
7308	BONE	730803	KAJUARA	7308032002	RAJA	1325	1323	1391	1090	45	122	2648
7308	BONE	730803	KAJUARA	7308032003	ABBUMPUNGENG	869	848	886	741	19	71	1717
7308	BONE	730803	KAJUARA	7308032004	BULU TANAH	1210	1242	1195	1110	26	121	2452
7308	BONE	730803	KAJUARA	7308032005	GONA	1846	2020	1930	1646	57	233	3866
7308	BONE	730803	KAJUARA	7308032006	BUARENG	1043	1085	1159	860	31	78	2128
7308	BONE	730803	KAJUARA	7308032007	POLEWALI	712	736	805	548	24	71	1448
7308	BONE	730803	KAJUARA	7308032008	PADAELO	665	760	766	578	13	68	1425
7308	BONE	730803	KAJUARA	7308032010	TARASU	1911	1871	2082	1530	21	149	3782
7308	BONE	730803	KAJUARA	7308032011	LEMO	1081	1121	1124	961	20	97	2202
7308	BONE	730803	KAJUARA	7308032012	KALERO	1784	1722	1622	1717	30	137	3506
7308	BONE	730803	KAJUARA	7308032013	LAPPA BOSSE	1499	1463	1488	1307	35	132	2962
7308	BONE	730803	KAJUARA	7308032014	WAETUO2	954	1030	1098	786	10	90	1984
7308	BONE	730803	KAJUARA	7308032015	PUDE	1580	1631	1700	1313	32	166	3211
7308	BONE	730803	KAJUARA	7308032017	MASSANGKAE	1369	1388	1490	1132	42	93	2757
7308	BONE	730803	KAJUARA	7308032018	MALLAHAE	637	689	694	529	20	83	1326
7308	BONE	730803	KAJUARA	7308032019		731	771	803	619	21	59	1502
7308	BONE	730803	KAJUARA	7308032020		457	538	549	389	9	48	995
7308	BONE	730804	SALOMEKKO	7308041001	PANCAITANA	1383	1495	1530	1222	28	98	2878
7308	BONE	730804	SALOMEKKO	7308042002	MALIMONGENG	1815	1847	1995	1472	37	158	3662
7308	BONE	730804	SALOMEKKO	7308042003	MANERA	822	797	830	702	8	79	1619
7308	BONE	730804	SALOMEKKO	7308042004	ULU BALANG	1514	1483	1552	1312	32	101	2997
7308	BONE	730804	SALOMEKKO	7308042005	GATTARENG	1960	1970	2102	1636	50	142	3930
7308	BONE	730804	SALOMEKKO	7308042006	BELLU	798	827	794	709	22	100	1625
7308	BONE	730804	SALOMEKKO	7308042007	TEBBA	602	651	693	495	10	55	1253
7308	BONE	730804	SALOMEKKO	7308042008	MAPPATOBA	1044	1139	1098	965	12	108	2183
7308	BONE	730805	TONRA	7308052001	BULU-BULU	1977	2081	2146	1753	35	124	4058
7308	BONE	730805	TONRA	7308052002	GARECCING	566	576	608	484	6	44	1142
7308	BONE	730805	TONRA	7308052003	BICCOING	912	891	1004	725	14	60	1803
7308	BONE	730805	TONRA	7308052004	UJUNGE	362	441	489	271	9	34	803
7308	BONE	730805	TONRA	7308052005	LIBURENG	659	727	770	545	12	59	1386
7308	BONE	730805	TONRA	7308052006	RAPPA	451	472	500	386	8	29	923
7308	BONE	730805	TONRA	7308052007	BACU	467	536	554	406	7	36	1003
7308	BONE	730805	TONRA	7308052008	MUARA	365	409	389	352	4	29	774
7308	BONE	730805	TONRA	7308052009	BONEPUTE	344	366	365	302	4	39	710
7308	BONE	730805	TONRA	7308052010	PADATUO	917	961	997	755	21	105	1878
7308	BONE	730805	TONRA	7308052011	SAMAENRE	589	588	619	491	7	60	1177
7308	BONE	730806	LIBURENG	7308061001	TANABATUE	1722	1771	1646	1604	44	199	3493
7308	BONE	730806	LIBURENG	7308062002	TOMPOBULU	624	614	551	627	10	50	1238
7308	BONE	730806	LIBURENG	7308062003	TAPPALE	1186	1209	1094	1166	21	114	2395
7308	BONE	730806	LIBURENG	7308062004	POLEWALI	752	782	714	726	21	73	1534
7308	BONE	730806	LIBURENG	7308062005	PITUMPIDANGE	1387	1380	1421	1247	26	73	2767
7308	BONE	730806	LIBURENG	7308062006	BUNE	1171	1241	991	1308	31	82	2412
7308	BONE	730806	LIBURENG	7308062007	SWADAYA	549	563	497	539	17	59	1112
7308	BONE	730806	LIBURENG	7308062008	BINUANG	809	855	724	832	26	82	1664
7308	BONE	730806	LIBURENG	7308062009	MALLINRUN	1349	1343	1248	1292	46	106	2692
7308	BONE	730806	LIBURENG	7308062010	CEPPAGA	1168	1170	1086	1070	49	133	2338
7308	BONE	730806	LIBURENG	7308062011	BARINGENG	713	738	640	738	19	54	1451
7308	BONE	730806	LIBURENG	7308062012	MARIO	790	849	718	821	22	78	1639
7308	BONE	730806	LIBURENG	7308062013	WANUAWARU	1097	1141	1114	1023	24	77	2238
7308	BONE	730806	LIBURENG	7308062014	MATTIROWALIE	920	935	806	936	24	89	1855
7308	BONE	730806	LIBURENG	7308062015	POLEONRO	766	749	743	680	18	74	1515
7308	BONE	730806	LIBURENG	7308062016	MATTIRO BULU	820	822	828	698	36	80	1642
7308	BONE	730806	LIBURENG	7308062017	MATTIRO DECENG	466	536	408	507	16	71	1002
7308	BONE	730806	LIBURENG	7308062018	SUWA	684	640	695	595	10	24	1324
7308	BONE	730806	LIBURENG	7308062019	LABURASSE	640	658	575	659	15	49	1298
7308	BONE	730806	LIBURENG	7308062020	PONRE-PONPONRE	880	950	830	913	14	73	1830
