kdkab	namakab	KDKEC	NAMA_KEC	KDKEL	DESA_KEL	LAKI	PEREMP	BLM_SKLH	TDK_TM_SD	TM_SD	SLTP	SLTA	DIP_II	DIP_III	STR_I	STR_II	STR_III	JML_DUK
7308	BONE	730803	KAJUARA	7308032012	KALERO	1784	1722	924	569	1694	185	119	10	3	2	0	0	3506
7308	BONE	730803	KAJUARA	7308032013	LAPPA BOSSE	1499	1463	743	484	1564	86	77	4	0	4	0	0	2962
7308	BONE	730803	KAJUARA	7308032014	WAETUO2	954	1030	478	477	737	150	104	13	2	23	0	0	1984
7308	BONE	730803	KAJUARA	7308032015	PUDE	1580	1631	818	527	1085	350	332	26	12	60	0	1	3211
7308	BONE	730803	KAJUARA	7308032017	MASSANGKAE	1369	1388	784	399	1155	207	185	5	6	16	0	0	2757
7308	BONE	730803	KAJUARA	7308032018	MALLAHAE	637	689	204	347	506	101	141	4	5	18	0	0	1326
7308	BONE	730803	KAJUARA	7308032019		731	771	336	158	716	143	125	7	4	13	0	0	1502
7308	BONE	730803	KAJUARA	7308032020		457	538	194	171	295	83	163	25	7	53	4	0	995
7308	BONE	730804	SALOMEKKO	7308041001	PANCAITANA	1383	1495	570	443	895	355	458	25	29	102	1	0	2878
7308	BONE	730804	SALOMEKKO	7308042002	MALIMONGENG	1815	1847	907	516	1504	338	322	14	16	45	0	0	3662
7308	BONE	730804	SALOMEKKO	7308042003	MANERA	822	797	648	243	453	116	127	9	5	18	0	0	1619
7308	BONE	730804	SALOMEKKO	7308042004	ULU BALANG	1514	1483	857	703	913	261	226	3	14	19	1	0	2997
7308	BONE	730804	SALOMEKKO	7308042005	GATTARENG	1960	1970	742	677	1532	543	366	22	7	41	0	0	3930
7308	BONE	730804	SALOMEKKO	7308042006	BELLU	798	827	294	237	647	194	212	16	2	23	0	0	1625
7308	BONE	730804	SALOMEKKO	7308042007	TEBBA	602	651	305	231	342	129	193	12	7	34	0	0	1253
7308	BONE	730804	SALOMEKKO	7308042008	MAPPATOBA	1044	1139	559	286	826	207	234	22	9	40	0	0	2183
7308	BONE	730805	TONRA	7308052001	BULU-BULU	1977	2081	984	715	852	521	657	99	55	172	3	0	4058
7308	BONE	730805	TONRA	7308052002	GARECCING	566	576	300	222	323	142	135	9	1	10	0	0	1142
7308	BONE	730805	TONRA	7308052003	BICCOING	912	891	565	290	436	163	282	18	9	40	0	0	1803
7308	BONE	730805	TONRA	7308052004	UJUNGE	362	441	255	159	207	105	67	2	1	7	0	0	803
7308	BONE	730805	TONRA	7308052005	LIBURENG	659	727	401	200	289	170	254	7	9	56	0	0	1386
7308	BONE	730805	TONRA	7308052006	RAPPA	451	472	348	211	232	52	64	3	0	13	0	0	923
7308	BONE	730805	TONRA	7308052007	BACU	467	536	322	247	239	85	89	7	2	12	0	0	1003
7308	BONE	730805	TONRA	7308052008	MUARA	365	409	173	123	267	106	81	5	4	15	0	0	774
7308	BONE	730805	TONRA	7308052009	BONEPUTE	344	366	231	79	218	111	62	3	0	6	0	0	710
7308	BONE	730805	TONRA	7308052010	PADATUO	917	961	474	269	416	312	373	11	4	19	0	0	1878
7308	BONE	730805	TONRA	7308052011	SAMAENRE	589	588	335	194	370	96	138	8	4	31	1	0	1177
7308	BONE	730806	LIBURENG	7308061001	TANABATUE	1722	1771	990	582	861	409	531	13	15	90	2	0	3493
7308	BONE	730806	LIBURENG	7308062002	TOMPOBULU	624	614	387	258	475	37	66	1	4	10	0	0	1238
7308	BONE	730806	LIBURENG	7308062003	TAPPALE	1186	1209	552	463	519	398	410	11	9	33	0	0	2395
7308	BONE	730806	LIBURENG	7308062004	POLEWALI	752	782	401	272	448	191	187	5	1	27	2	0	1534
7308	BONE	730806	LIBURENG	7308062005	PITUMPIDANGE	1387	1380	689	365	326	332	882	23	31	115	4	0	2767
7308	BONE	730806	LIBURENG	7308062006	BUNE	1171	1241	630	380	821	325	212	4	3	37	0	0	2412
7308	BONE	730806	LIBURENG	7308062007	SWADAYA	549	563	350	217	302	134	103	0	1	5	0	0	1112
7308	BONE	730806	LIBURENG	7308062008	BINUANG	809	855	384	348	480	262	169	4	1	16	0	0	1664
7308	BONE	730806	LIBURENG	7308062009	MALLINRUN	1349	1343	601	468	853	384	319	16	8	42	1	0	2692
7308	BONE	730806	LIBURENG	7308062010	CEPPAGA	1168	1170	649	347	463	297	474	13	9	83	2	1	2338
7308	BONE	730806	LIBURENG	7308062011	BARINGENG	713	738	537	271	522	67	49	2	1	2	0	0	1451
7308	BONE	730806	LIBURENG	7308062012	MARIO	790	849	452	177	468	255	237	8	6	36	0	0	1639
7308	BONE	730806	LIBURENG	7308062013	WANUAWARU	1097	1141	495	327	494	340	476	11	4	88	3	0	2238
7308	BONE	730806	LIBURENG	7308062014	MATTIROWALIE	920	935	526	207	644	269	193	2	6	8	0	0	1855
7308	BONE	730806	LIBURENG	7308062015	POLEONRO	766	749	351	370	353	165	241	6	8	21	0	0	1515
7308	BONE	730806	LIBURENG	7308062016	MATTIRO BULU	820	822	414	271	626	162	145	7	2	15	0	0	1642
7308	BONE	730806	LIBURENG	7308062017	MATTIRO DECENG	466	536	272	195	242	127	143	7	1	15	0	0	1002
7308	BONE	730806	LIBURENG	7308062018	SUWA	684	640	389	143	261	171	334	3	1	20	1	1	1324
7308	BONE	730806	LIBURENG	7308062019	LABURASSE	640	658	475	199	423	119	81	0	0	1	0	0	1298
7308	BONE	730806	LIBURENG	7308062020	PONRE-PONPONRE	880	950	481	505	510	199	116	2	1	16	0	0	1830
7308	BONE	730807	MARE	7308071001	PADAELO	810	833	334	189	341	175	375	47	20	157	5	0	1643
7308	BONE	730807	MARE	7308072002	MATTIRO WALIE	487	431	344	233	239	44	53	1	2	2	0	0	918
7308	BONE	730807	MARE	7308072003	MARIO	1114	1159	596	455	629	188	317	20	8	60	0	0	2273
7308	BONE	730807	MARE	7308072004	UJUNG SALANGKETO	803	818	497	339	398	164	188	9	6	20	0	0	1621
7308	BONE	730807	MARE	7308072005	TELLU BOCCOE	757	894	351	167	286	181	403	87	45	130	1	0	1651
7308	BONE	730807	MARE	7308072006	MATTAMPA WALIE	615	652	361	226	277	123	196	23	2	59	0	0	1267
7308	BONE	730807	MARE	7308072007	UJUNG TANAH	1249	1317	745	414	746	271	342	17	2	28	1	0	2566
7308	BONE	730807	MARE	7308072008	SUMALING	759	779	432	258	490	131	172	18	5	32	0	0	1538
7308	BONE	730807	MARE	7308072009	TELLONGENG	1484	1416	774	576	763	214	480	31	12	49	1	0	2900
7308	BONE	730807	MARE	7308072010	DATA	487	503	272	150	276	125	138	8	6	15	0	0	990
7308	BONE	730807	MARE	7308072011	BATU GADING	1226	1201	925	553	627	161	117	14	2	28	0	0	2427
7308	BONE	730807	MARE	7308072012	CEGE	665	720	370	201	437	132	182	24	6	32	1	0	1385
7308	BONE	730807	MARE	7308072013	KADAI	793	855	357	232	379	166	335	52	28	98	1	0	1648
7308	BONE	730807	MARE	7308072014	LAKUKANG	742	841	542	236	396	167	202	9	8	23	0	0	1583
7308	BONE	730807	MARE	7308072015	PATTIRO	713	760	550	205	445	130	122	11	1	9	0	0	1473
7308	BONE	730807	MARE	7308072016	LAPASA	835	878	654	239	409	171	210	7	2	21	0	0	1713
7308	BONE	730807	MARE	7308072017	KARELLA	557	603	408	223	327	90	94	7	4	7	0	0	1160
7308	BONE	730807	MARE	7308072018	LAPPA UPANG	739	693	654	345	361	44	27	0	0	1	0	0	1432
7308	BONE	730808	SIBULUE	7308081001	MAROANGING	1160	1377	510	383	539	283	545	76	29	165	7	0	2537
7308	BONE	730808	SIBULUE	7308082002	PATTIRO BAJO	714	909	303	305	442	175	267	31	17	83	0	0	1623
7308	BONE	730808	SIBULUE	7308082003	MASSENRENGPULU	802	920	569	290	358	194	246	24	7	34	0	0	1722
7308	BONE	730808	SIBULUE	7308082004	TUNRENG TELLUE	930	1066	742	320	425	182	256	18	5	45	3	0	1996
7308	BONE	730808	SIBULUE	7308082005	POLEWALI	729	707	346	260	486	164	142	1	12	25	0	0	1436
7308	BONE	730808	SIBULUE	7308082006	TADANG PALIE	810	969	423	354	394	222	300	26	4	56	0	0	1779
7308	BONE	730808	SIBULUE	7308082007	CINNONG	930	1063	437	377	635	226	245	11	14	48	0	0	1993
7308	BONE	730808	SIBULUE	7308082008	MALLUSE TASI	1070	1193	544	620	684	170	197	14	3	31	0	0	2263
7308	BONE	730808	SIBULUE	7308082009	PAKKASALO	964	1146	603	410	569	235	225	22	4	41	1	0	2110
7308	BONE	730808	SIBULUE	7308082010	PATTIRO SOMPE	1791	1832	1146	1153	1001	186	109	6	4	18	0	0	3623
7308	BONE	730808	SIBULUE	7308082011	AJANG PULU	504	585	233	293	291	117	131	8	1	15	0	0	1089
7308	BONE	730808	SIBULUE	7308082012	SUMPANG MINANGAE	912	981	559	257	701	196	136	6	3	34	1	0	1893
7308	BONE	730808	SIBULUE	7308082013	MABBIRING	643	704	526	224	284	108	150	11	6	38	0	0	1347
7308	BONE	730808	SIBULUE	7308082014	PASAKA	1161	1264	544	676	644	288	228	7	2	35	1	0	2425
7308	BONE	730808	SIBULUE	7308082015	KALIBONG	784	822	362	361	565	169	123	6	6	14	0	0	1606
7308	BONE	730808	SIBULUE	7308082016	PATTIRO RIOLO	1546	1656	704	766	1055	395	228	8	5	41	0	0	3202
7308	BONE	730808	SIBULUE	7308082017	LETTE TANAH	785	896	377	457	517	203	102	3	5	17	0	0	1681
7308	BONE	730808	SIBULUE	7308082018	MANAJENG	993	1058	534	374	754	194	152	9	4	30	0	0	2051
7308	BONE	730808	SIBULUE	7308082019	BULIE	483	543	227	192	280	144	149	7	2	24	1	0	1026
7308	BONE	730808	SIBULUE	7308082020	BALIENG TOA	1158	1169	766	240	778	292	216	9	10	16	0	0	2327
7308	BONE	730809	BAREBBO	7308092001	BACU	609	622	417	263	401	60	80	5	1	4	0	0	1231
7308	BONE	730809	BAREBBO	7308092002	LAMPOKO	871	940	464	359	721	101	130	5	1	30	0	0	1811
7308	BONE	730809	BAREBBO	7308092003	CONGKO	726	812	427	169	603	158	152	11	6	12	0	0	1538
7308	BONE	730809	BAREBBO	7308092004	WOLLANGI	397	461	205	212	249	92	87	2	0	11	0	0	858
7308	BONE	730809	BAREBBO	7308092005	PARIPPUNG	575	674	283	156	437	143	188	13	1	28	0	0	1249
7308	BONE	730809	BAREBBO	7308092006	APALA	1608	1676	892	304	959	424	552	29	21	101	2	0	3284
7308	BONE	730809	BAREBBO	7308092007	BAREBBO	984	1057	709	175	806	123	183	8	13	24	0	0	2041
7308	BONE	730809	BAREBBO	7308092009	KADING	1984	2138	773	563	1956	385	367	16	12	49	1	0	4122
7308	BONE	730809	BAREBBO	7308092010	KAJAOLALIDDONG	914	1023	347	293	780	248	215	4	12	38	0	0	1937
7308	BONE	730809	BAREBBO	7308092011	SAMAELO	842	1009	469	205	680	191	249	4	4	48	1	0	1851
7308	BONE	730809	BAREBBO	7308092012	CORAWALIE	1271	1361	717	440	747	269	353	22	12	69	3	0	2632
7308	BONE	730809	BAREBBO	7308092013	TALUNGENG	661	761	277	270	459	159	194	9	9	43	2	0	1422
7308	BONE	730809	BAREBBO	7308092014	WATU	1449	1526	720	513	1138	232	310	8	3	50	1	0	2975
7308	BONE	730809	BAREBBO	7308092015	CINGKANG	319	318	126	60	317	80	45	2	0	7	0	0	637
7308	BONE	730809	BAREBBO	7308092016	CINNONG	285	326	163	149	190	68	38	1	1	1	0	0	611
7308	BONE	730809	BAREBBO	7308092017	CEMPANIGA	327	336	222	61	329	19	25	2	0	5	0	0	663
7308	BONE	730809	BAREBBO	7308092018	SUGIALE	730	797	405	187	525	201	176	4	1	28	0	0	1527
7308	BONE	730809	BAREBBO	7308092019		1165	1295	469	257	1102	285	289	10	5	42	1	0	2460
7308	BONE	730810	CINA	7308101001	TANETE	1671	1859	934	650	880	424	515	27	25	74	1	0	3530
7308	BONE	730810	CINA	7308102002	ARASOE	1982	2002	972	588	849	535	821	42	22	154	1	0	3984
7308	BONE	730810	CINA	7308102003	TANETE HARAPAN	870	935	474	285	510	215	262	14	9	31	5	0	1805
7308	BONE	730810	CINA	7308102004	LOMPU	1331	1382	586	446	1304	277	89	3	3	5	0	0	2713
7308	BONE	730810	CINA	7308102005	WELENRENG	1634	1786	1038	604	1103	303	313	6	7	44	2	0	3420
7308	BONE	730810	CINA	7308102006	AJANGPULU	1045	1143	679	481	704	149	144	7	1	23	0	0	2188
7308	BONE	730810	CINA	7308102007	PADANG LO	729	836	365	483	445	130	118	4	3	17	0	0	1565
7308	BONE	730810	CINA	7308102008	ABBUMPUNGENG	1640	1611	1249	463	885	286	311	7	7	42	1	0	3251
7308	BONE	730810	CINA	7308102009	KAWERANG	1098	1100	566	488	689	219	201	8	4	23	0	0	2198
7308	BONE	730810	CINA	7308102010	AWO	1154	1165	530	339	866	298	231	10	13	32	0	0	2319
7308	BONE	730810	CINA	7308102011	KANCO	600	652	391	174	497	89	82	5	1	13	0	0	1252
7308	BONE	730810	CINA	7308102012	CINENNUNG	1201	1282	663	322	626	297	454	25	11	85	0	0	2483
7308	BONE	730811	PONRE	7308112001	MAPPESANGKA	1550	1668	682	470	1015	519	417	26	17	70	2	0	3218
7308	BONE	730811	PONRE	7308112002	SALEBBA	641	710	202	222	567	276	74	2	3	5	0	0	1351
7308	BONE	730811	PONRE	7308112003	MATTAMPAE	646	661	328	248	638	49	33	4	1	6	0	0	1307
7308	BONE	730811	PONRE	7308112004	PATTIMPA	1593	1661	802	366	1413	338	259	15	7	50	4	0	3254
7308	BONE	730811	PONRE	7308112005	TELLU BOCCOE	1086	1112	522	303	1141	156	60	1	1	14	0	0	2198
7308	BONE	730811	PONRE	7308112006	TURU ADAE	924	943	450	202	694	271	213	14	4	19	0	0	1867
7308	BONE	730811	PONRE	7308112007	SALAMPE	437	439	293	142	334	58	40	1	3	5	0	0	876
7308	BONE	730811	PONRE	7308112008	POLEONRO	534	540	315	135	495	75	41	2	2	8	1	0	1074
7308	BONE	730811	PONRE	7308112009	BOLLI	1206	1244	793	324	930	265	125	3	2	8	0	0	2450
7308	BONE	730812	LAPPARIAJA	7308122001	MATTAMPA WALIE	2071	2117	967	535	1774	470	360	24	9	45	4	0	4188
7308	BONE	730812	LAPPARIAJA	7308122002	LILI RIATTANG	2173	2079	1087	673	1382	520	507	14	10	56	3	0	4252
7308	BONE	730812	LAPPARIAJA	7308122003	SENGENG PALIE	1997	2040	919	690	1227	504	562	53	7	73	2	0	4037
7308	BONE	730812	LAPPARIAJA	7308122004	TENRI PAKKUA	2005	2024	825	759	1819	359	235	15	3	12	2	0	4029
7308	BONE	730812	LAPPARIAJA	7308122005	PATANGKAI	2032	2083	533	485	1222	681	944	27	34	179	10	0	4115
7308	BONE	730812	LAPPARIAJA	7308122006	UJUNG LAMURU	1755	1900	745	687	1025	610	517	22	12	35	2	0	3655
7308	BONE	730812	LAPPARIAJA	7308122007	PATTUKU LIMPOE	2102	2116	1121	665	1898	288	221	9	2	14	0	0	4218
7308	BONE	730812	LAPPARIAJA	7308122008	WAEKECCEE	1322	1377	438	440	905	426	430	17	3	40	0	0	2699
7308	BONE	730812	LAPPARIAJA	7308122009	TONRONGE	1509	1521	1059	530	1181	151	90	6	1	12	0	0	3030
7308	BONE	730813	LAMURU	7308131001	LALEBATA	1039	1161	394	304	590	361	390	29	23	105	4	0	2200
7308	BONE	730813	LAMURU	7308132002	MATTAMPA WALIE	1303	1440	611	585	874	343	279	12	6	33	0	0	2743
7308	BONE	730813	LAMURU	7308132003	POLEONRO	987	1049	357	377	561	324	315	22	11	66	3	0	2036
7308	BONE	730813	LAMURU	7308132004	SENGENG PALIE	1075	1144	422	435	884	262	189	7	5	15	0	0	2219
7308	BONE	730813	LAMURU	7308132005	MATTAMPA BULU	2014	2115	1152	809	1575	323	208	14	7	41	0	0	4129
7308	BONE	730813	LAMURU	7308132006	TURUCINNAE	1857	1945	1218	399	1608	272	247	14	5	38	1	0	3802
7308	BONE	730813	LAMURU	7308132007	SEBERANG	738	883	312	353	666	174	86	10	1	19	0	0	1621
7308	BONE	730813	LAMURU	7308132008	MASSENRENPULU	1582	1547	830	594	1184	313	177	10	4	17	0	0	3129
7308	BONE	730813	LAMURU	7308132009	MAMMINASAE	1107	1188	636	567	732	165	158	11	7	19	0	0	2295
7308	BONE	730813	LAMURU	7308132010	PADAELO	962	885	588	466	657	68	53	1	2	12	0	0	1847
7308	BONE	730813	LAMURU	7308132011	BARUGAE	1012	1087	399	541	897	133	102	5	3	19	0	0	2099
7308	BONE	730813	LAMURU	7308132012	BARAKKAE	1272	1285	710	762	773	215	90	0	1	6	0	0	2557
7308	BONE	730814	ULAWENG	7308141001	CINNONG	758	847	350	308	423	173	262	25	12	52	0	0	1605
7308	BONE	730814	ULAWENG	7308142002	LILINA AJANGALE	1726	1695	1058	690	1254	223	176	5	4	11	0	0	3421
7308	BONE	730814	ULAWENG	7308142003	CANI SIRENRENG	1255	1281	506	563	1082	191	174	1	4	13	2	0	2536
7308	BONE	730814	ULAWENG	7308142004	ULAWENG CINNONG	1573	1709	763	422	1454	286	271	19	7	59	1	0	3282
7308	BONE	730814	ULAWENG	7308142005	PALLAWA RUKKA	613	679	309	382	389	91	97	7	1	16	0	0	1292
7308	BONE	730814	ULAWENG	7308142006	JOMPIE	723	831	459	286	661	61	74	2	0	11	0	0	1554
7308	BONE	730814	ULAWENG	7308142007	SAPPE WALIE	1319	1420	976	344	966	215	187	11	4	36	0	0	2739
7308	BONE	730814	ULAWENG	7308142008	LAMAKKARASENG	659	705	301	468	443	69	65	5	3	9	1	0	1364
7308	BONE	730814	ULAWENG	7308142009	MULA MENREE	1156	1197	810	494	823	136	73	6	2	9	0	0	2353
7308	BONE	730814	ULAWENG	7308142010	TEAMUSU	1591	1731	726	843	1153	365	176	7	5	47	0	0	3322
7308	BONE	730814	ULAWENG	7308142011	TEA MALALA	560	616	333	190	509	78	52	3	3	8	0	0	1176
7308	BONE	730814	ULAWENG	7308142012	GALUNG	834	883	370	326	749	129	119	7	5	12	0	0	1717
7308	BONE	730814	ULAWENG	7308142013	TADANG PALIE	672	805	336	521	435	65	96	3	2	19	0	0	1477
7308	BONE	730814	ULAWENG	7308142014	TIMUSU	806	842	804	76	672	44	47	1	0	4	0	0	1648
7308	BONE	730814	ULAWENG	7308142015	MANURUNGE	1386	1443	831	537	674	259	406	26	8	86	2	0	2829
7308	BONE	730815	PALAKKA	7308152001	CINENNUNG	840	985	358	485	738	106	124	2	1	11	0	0	1825
7308	BONE	730815	PALAKKA	7308152002	SIAME	671	776	408	551	400	36	34	4	0	14	0	0	1447
7308	BONE	730815	PALAKKA	7308152003	PASEMPE	1262	1418	690	490	1160	108	211	4	0	17	0	0	2680
7308	BONE	730815	PALAKKA	7308152004	URENG	618	713	359	220	538	87	111	4	5	7	0	0	1331
7308	BONE	730815	PALAKKA	7308152005	USA	1039	1137	464	728	673	129	166	3	2	11	0	0	2176
7308	BONE	730815	PALAKKA	7308152006	MICO	1225	1267	840	708	791	70	74	4	1	3	1	0	2492
7308	BONE	730815	PALAKKA	7308152007	BAINANG	640	706	480	229	489	78	64	0	1	4	1	0	1346
7308	BONE	730815	PALAKKA	7308152008	PASSIPPO	993	1003	603	389	703	107	161	3	6	23	1	0	1996
7308	BONE	730815	PALAKKA	7308152009	TANAH TENGA	781	803	411	181	816	87	76	5	0	8	0	0	1584
7308	BONE	730815	PALAKKA	7308152010	TIRONG	991	1041	475	331	529	223	389	13	13	59	0	0	2032
7308	BONE	730815	PALAKKA	7308152011	MATTANETE BUA	784	878	433	252	519	237	172	13	5	31	0	0	1662
7308	BONE	730815	PALAKKA	7308152012	MADURI	447	440	254	180	319	81	48	0	1	4	0	0	887
7308	BONE	730815	PALAKKA	7308152013	MELLE	1095	1171	433	411	974	263	145	9	7	23	1	0	2266
7308	BONE	730815	PALAKKA	7308152014	LEMO APE	1168	1305	714	645	883	108	112	3	2	6	0	0	2473
7308	BONE	730815	PALAKKA	7308152015	PANYILI	712	812	407	320	437	153	169	7	2	29	0	0	1524
7308	BONE	730816	AWANGPONE	7308161001	MACCOPE	1194	1269	389	280	871	289	445	35	13	140	1	0	2463
7308	BONE	730816	AWANGPONE	7308162002	CAREBBU	1605	1764	1494	594	1109	87	75	3	1	6	0	0	3369
7308	BONE	730816	AWANGPONE	7308162003	CUMPIGA	633	729	490	247	432	91	82	5	5	10	0	0	1362
7308	BONE	730816	AWANGPONE	7308162004	PACCING	1479	1639	682	426	1497	205	252	7	7	41	1	0	3118
7308	BONE	730816	AWANGPONE	7308162005	LETTEKKO	856	919	510	416	601	110	105	4	4	25	0	0	1775
7308	BONE	730816	AWANGPONE	7308162006	MATUJU	802	938	391	317	639	193	162	5	6	26	1	0	1740
7308	BONE	730816	AWANGPONE	7308162007	UNRA	958	1100	734	233	789	141	126	4	4	27	0	0	2058
7308	BONE	730816	AWANGPONE	7308162008	KADING	936	1082	564	293	602	272	223	11	3	50	0	0	2018
7308	BONE	730816	AWANGPONE	7308162009	MALLARI	1448	1591	525	650	1182	292	303	14	2	71	0	0	3039
7308	BONE	730816	AWANGPONE	7308162010	KAJUARA	840	896	340	332	783	148	100	4	1	27	2	0	1737
7308	BONE	730816	AWANGPONE	7308162011	JALING	1434	1504	880	821	804	229	169	1	1	31	2	0	2938
7308	BONE	730816	AWANGPONE	7308162012	BULUMPAREE	666	752	502	330	506	47	25	3	0	5	0	0	1418
7308	BONE	730816	AWANGPONE	7308162013	ABBANUANG	808	916	763	263	557	95	44	0	1	1	0	0	1724
7308	BONE	730816	AWANGPONE	7308162014	LAPPO ASE	1470	1675	709	350	1212	524	295	8	6	41	0	0	3145
7308	BONE	730816	AWANGPONE	7308162015	AWO LAGADING	558	617	432	267	362	62	47	0	1	4	0	0	1175
7308	BONE	730816	AWANGPONE	7308162016	CARI GADING	647	671	275	254	497	141	118	6	0	27	0	0	1318
7308	BONE	730816	AWANGPONE	7308162017	CAKKE BONE	536	609	236	355	331	108	96	3	4	11	1	0	1145
7308	BONE	730816	AWANGPONE	7308162018	MAPPALO ULAWENG	491	496	171	242	446	72	49	1	1	5	0	0	987
7308	BONE	730817	TELLU SIATTINGE	7308171001	OTTING	1336	1476	917	572	1019	136	151	4	2	10	1	0	2812
7308	BONE	730817	TELLU SIATTINGE	7308171002	TOKASENG	1224	1357	653	465	833	273	264	6	12	74	1	0	2581
7308	BONE	730817	TELLU SIATTINGE	7308172003	PALONGKI	1280	1413	542	646	1312	98	89	0	1	5	0	0	2693
7308	BONE	730817	TELLU SIATTINGE	7308172004	TAJONG	1312	1366	495	452	1453	150	112	4	2	10	0	0	2678
7308	BONE	730817	TELLU SIATTINGE	7308172005	ULO	3328	3501	1325	1336	3248	409	430	8	8	64	1	0	6829
7308	BONE	730817	TELLU SIATTINGE	7308172006	LANCA	1205	1325	463	396	1077	268	245	10	11	60	0	0	2530
7308	BONE	730817	TELLU SIATTINGE	7308172007	ITTERUNG	1723	1968	880	641	1554	254	293	4	5	60	0	0	3691
7308	BONE	730817	TELLU SIATTINGE	7308172008	MATTOANGING	1316	1376	724	499	1096	258	97	7	2	9	0	0	2692
7308	BONE	730817	TELLU SIATTINGE	7308172009	LAMURU	3240	3612	1575	1506	2358	809	482	24	6	89	3	0	6852
7308	BONE	730817	TELLU SIATTINGE	7308172010	WAJI	1845	2036	861	793	1707	283	197	4	3	33	0	0	3881
7308	BONE	730817	TELLU SIATTINGE	7308172011	AJJALIRENG	857	977	334	315	738	173	201	14	4	55	0	0	1834
7308	BONE	730817	TELLU SIATTINGE	7308172012	SIJELLING	1875	1992	968	750	1601	263	239	10	5	31	0	0	3867
7308	BONE	730817	TELLU SIATTINGE	7308172013	LEA	1116	1216	514	488	937	212	157	3	1	20	0	0	2332
7308	BONE	730817	TELLU SIATTINGE	7308172014	PADAIDI	890	1012	677	258	902	28	34	0	2	1	0	0	1902
7308	BONE	730817	TELLU SIATTINGE	7308172015	PONGKA	946	980	535	287	891	84	115	2	0	12	0	0	1926
7308	BONE	730817	TELLU SIATTINGE	7308172016	LAPPAE	708	839	258	319	753	111	81	3	3	18	1	0	1547
7308	BONE	730817	TELLU SIATTINGE	7308172017	PATANGNGA	1117	1174	624	497	991	102	66	1	2	8	0	0	2291
7308	BONE	730818	AJANGALE	7308182001	POMPANUA	2354	2559	1103	561	1454	697	849	33	33	175	8	0	4913
7308	BONE	730818	AJANGALE	7308182003	WELADO	1760	1851	1420	592	1154	242	154	5	6	38	0	0	3611
7308	BONE	730818	AJANGALE	7308182004	PINCENG PUTE	783	939	464	507	571	101	62	4	4	9	0	0	1722
7308	BONE	730818	AJANGALE	7308182005	OPO	1058	1199	495	370	1015	194	145	3	2	33	0	0	2257
7308	BONE	730818	AJANGALE	7308182006	LABISSA	506	573	455	171	302	100	42	1	0	8	0	0	1079
7308	BONE	730818	AJANGALE	7308182007	TIMURUNG	1523	1852	1036	746	1196	171	168	15	3	38	1	1	3375
7308	BONE	730818	AJANGALE	7308182008	LEPPANGENG	1057	1182	918	413	798	69	36	2	0	3	0	0	2239
7308	BONE	730818	AJANGALE	7308182009	ALLAMUNGENG PATUE	745	896	473	466	452	122	112	2	4	10	0	0	1641
7308	BONE	730818	AJANGALE	7308182010	AMESSANGENG	616	675	350	413	439	47	34	2	0	6	0	0	1291
7308	BONE	730818	AJANGALE	7308182011	LEBBAE	1090	1236	575	426	818	219	212	9	4	61	2	0	2326
7308	BONE	730818	AJANGALE	7308182012	MANCIRI	1176	1254	496	620	1021	172	107	3	0	11	0	0	2430
7308	BONE	730818	AJANGALE	7308182013	TELLE	1120	1276	472	554	997	187	160	2	4	20	0	0	2396
7308	BONE	730818	AJANGALE	7308182014		1067	1236	487	482	979	197	118	3	2	35	0	0	2303
7308	BONE	730818	AJANGALE	7308182015		1612	1756	998	352	999	497	434	16	17	53	1	1	3368
7308	BONE	730819	DUA BOCCOE	7308191001	UNNYI	701	746	360	247	459	187	143	13	6	31	1	0	1447
7308	BONE	730819	DUA BOCCOE	7308192002	MARIO	1405	1582	598	604	1406	203	155	4	2	14	1	0	2987
7308	BONE	730819	DUA BOCCOE	7308192003	LACCORI	986	1174	684	258	927	163	114	2	2	10	0	0	2160
7308	BONE	730819	DUA BOCCOE	7308192004	PATTIRO	1164	1300	583	365	969	251	227	11	6	52	0	0	2464
7308	BONE	730819	DUA BOCCOE	7308192005	CABBENG	1097	1208	537	320	746	304	320	18	7	52	1	0	2305
7308	BONE	730819	DUA BOCCOE	7308192006	PANYILI	1243	1345	652	658	1081	82	96	3	2	14	0	0	2588
7308	BONE	730819	DUA BOCCOE	7308192007	SANRANGENG	1037	1109	401	607	725	258	121	1	2	30	1	0	2146
7308	BONE	730819	DUA BOCCOE	7308192008	SAILONG	925	1073	473	298	804	183	159	27	1	53	0	0	1998
7308	BONE	730819	DUA BOCCOE	7308192009	MELLE	1013	1158	637	368	918	123	110	2	1	12	0	0	2171
7308	BONE	730819	DUA BOCCOE	7308192010	PAKKASALO	1514	1628	669	590	1073	367	355	23	11	53	1	0	3142
7308	BONE	730819	DUA BOCCOE	7308192011	TAWAROE	1265	1282	609	721	927	127	137	4	5	17	0	0	2547
7308	BONE	730819	DUA BOCCOE	7308192012	ULOE	1229	1327	538	288	853	406	380	14	19	57	1	0	2556
7308	BONE	730819	DUA BOCCOE	7308192013	UJUNG	671	767	313	402	528	98	60	2	2	32	1	0	1438
7308	BONE	730819	DUA BOCCOE	7308192014	PADACENGNGA	497	611	325	300	390	58	29	2	1	2	0	1	1108
7308	BONE	730819	DUA BOCCOE	7308192015	LALLATANG	803	909	418	414	702	105	57	3	1	12	0	0	1712
