kdkab	namakab	KDKEC	NAMA_KEC	KDKEL	DESA_KEL	LAKI	PEREMP	ISLAM	KRISTEN	KATHOLIK	HINDU	BUDHA	KONGHUCU	KEPERCAYAAN	JML_DUK
7307	SINJAI	730703	SINJAI TIMUR	7307032005	SAUKANG	1224	1352	2575	1	0	0	0	0	0	2576
7307	SINJAI	730703	SINJAI TIMUR	7307032006	KAMPALA	1459	1598	3057	0	0	0	0	0	0	3057
7307	SINJAI	730703	SINJAI TIMUR	7307032007	LASIAI	1221	1247	2468	0	0	0	0	0	0	2468
7307	SINJAI	730703	SINJAI TIMUR	7307032008	BIRORO	1437	1385	2822	0	0	0	0	0	0	2822
7307	SINJAI	730703	SINJAI TIMUR	7307032009	KALOLING	1171	1143	2314	0	0	0	0	0	0	2314
7307	SINJAI	730703	SINJAI TIMUR	7307032010	PASIMARANNU	1062	1096	2157	0	1	0	0	0	0	2158
7307	SINJAI	730703	SINJAI TIMUR	7307032011	TONGKE-TONGKE	2257	2322	4575	3	1	0	0	0	0	4579
7307	SINJAI	730703	SINJAI TIMUR	7307032012	SALOHE	856	916	1772	0	0	0	0	0	0	1772
7307	SINJAI	730703	SINJAI TIMUR	7307032013	BONGKI LENGKESE	530	536	1065	1	0	0	0	0	0	1066
7307	SINJAI	730704	SINJAI TENGAH	7307041001	SAMAENRE	1406	1446	2852	0	0	0	0	0	0	2852
7307	SINJAI	730704	SINJAI TENGAH	7307042002		1686	1668	3354	0	0	0	0	0	0	3354
7307	SINJAI	730704	SINJAI TENGAH	7307042003	KOMPANG	1219	1225	2444	0	0	0	0	0	0	2444
7307	SINJAI	730704	SINJAI TENGAH	7307042004	BARU	1082	1086	2168	0	0	0	0	0	0	2168
7307	SINJAI	730704	SINJAI TENGAH	7307042005	PATTONGKO	2103	2110	4213	0	0	0	0	0	0	4213
7307	SINJAI	730704	SINJAI TENGAH	7307042006	SAOTENGNGA	1725	1851	3576	0	0	0	0	0	0	3576
7307	SINJAI	730704	SINJAI TENGAH	7307042007	SAOHIRING	1499	1483	2982	0	0	0	0	0	0	2982
7307	SINJAI	730704	SINJAI TENGAH	7307042008	KANRUNG	1748	1758	3506	0	0	0	0	0	0	3506
7307	SINJAI	730704	SINJAI TENGAH	7307042009	SAOTANRE	960	942	1902	0	0	0	0	0	0	1902
7307	SINJAI	730704	SINJAI TENGAH	7307042010	BONTO	1076	973	2049	0	0	0	0	0	0	2049
7307	SINJAI	730704	SINJAI TENGAH	7307042011		904	869	1773	0	0	0	0	0	0	1773
7307	SINJAI	730705	SINJAI UTARA	7307051001	BIRINGERE	5232	5749	10942	34	4	0	1	0	0	10981
7307	SINJAI	730705	SINJAI UTARA	7307051002	LAMATTI RILAU	1343	1366	2696	4	9	0	0	0	0	2709
7307	SINJAI	730705	SINJAI UTARA	7307051003	BALANGNIPA	7818	8208	15927	43	39	1	16	0	0	16026
7307	SINJAI	730705	SINJAI UTARA	7307051004	LAPPA	6468	6628	13081	15	0	0	0	0	0	13096
7307	SINJAI	730705	SINJAI UTARA	7307051005	BONGKI	5002	5426	10393	31	0	4	0	0	0	10428
7307	SINJAI	730705	SINJAI UTARA	7307051006	ALEHANUAE	1122	1181	2303	0	0	0	0	0	0	2303
7307	SINJAI	730706	BULUPODDO	7307062001	LAMATTI RIATTANG	1126	1173	2299	0	0	0	0	0	0	2299
7307	SINJAI	730706	BULUPODDO	7307062002	LAMATTI RIAJA	1389	1485	2874	0	0	0	0	0	0	2874
7307	SINJAI	730706	BULUPODDO	7307062003	BULU TELLUE	1627	1765	3392	0	0	0	0	0	0	3392
7307	SINJAI	730706	BULUPODDO	7307062004	DUAMPANUAE	1666	1667	3332	1	0	0	0	0	0	3333
7307	SINJAI	730706	BULUPODDO	7307062005	TOMPOBULU	1565	1542	3107	0	0	0	0	0	0	3107
7307	SINJAI	730706	BULUPODDO	7307062006	LAMATTI RIAWANG	1187	1243	2430	0	0	0	0	0	0	2430
7307	SINJAI	730706	BULUPODDO	7307062007	LAPPACINRANA	530	515	1045	0	0	0	0	0	0	1045
7307	SINJAI	730707	SINJAI BORONG	7307071001	PASIR PUTIH	1330	1345	2675	0	0	0	0	0	0	2675
7307	SINJAI	730707	SINJAI BORONG	7307072002	BATU BELERANG	1056	999	2055	0	0	0	0	0	0	2055
7307	SINJAI	730707	SINJAI BORONG	7307072003	BIJI NANGKA	1290	1290	2580	0	0	0	0	0	0	2580
7307	SINJAI	730707	SINJAI BORONG	7307072004	BARAMBANG	1537	1497	3034	0	0	0	0	0	0	3034
7307	SINJAI	730707	SINJAI BORONG	7307072005	BONTO SINALA	782	799	1581	0	0	0	0	0	0	1581
7307	SINJAI	730707	SINJAI BORONG	7307072006	KASSI BULENG	1202	1270	2472	0	0	0	0	0	0	2472
7307	SINJAI	730707	SINJAI BORONG	7307072007	BONTO KATUTE	1517	1364	2881	0	0	0	0	0	0	2881
7307	SINJAI	730707	SINJAI BORONG	7307072008	BONTO TENGNGA	925	900	1825	0	0	0	0	0	0	1825
7307	SINJAI	730708	TELLU LIMPOE	7307081001	MANNANTI	2319	2270	4589	0	0	0	0	0	0	4589
7307	SINJAI	730708	TELLU LIMPOE	7307082002	SAOTENGAH	2006	1959	3965	0	0	0	0	0	0	3965
7307	SINJAI	730708	TELLU LIMPOE	7307082003	KALOBBA	1947	2023	3968	1	1	0	0	0	0	3970
7307	SINJAI	730708	TELLU LIMPOE	7307082004	TELLU LIMPOE	2010	1967	3977	0	0	0	0	0	0	3977
7307	SINJAI	730708	TELLU LIMPOE	7307082005	MASSAILE	1497	1511	3008	0	0	0	0	0	0	3008
7307	SINJAI	730708	TELLU LIMPOE	7307082006	LEMBANG LOHE	1315	1309	2624	0	0	0	0	0	0	2624
7307	SINJAI	730708	TELLU LIMPOE	7307082007	PATTONGKO	1638	1743	3381	0	0	0	0	0	0	3381
7307	SINJAI	730708	TELLU LIMPOE	7307082008	BUA	1894	1996	3890	0	0	0	0	0	0	3890
7307	SINJAI	730708	TELLU LIMPOE	7307082009	SUKAMAJU	1786	1798	3584	0	0	0	0	0	0	3584
7307	SINJAI	730708	TELLU LIMPOE	7307082010	ERABARU	1818	1892	3710	0	0	0	0	0	0	3710
7307	SINJAI	730708	TELLU LIMPOE	7307082011	SAMATURUE	1316	1304	2611	9	0	0	0	0	0	2620
7307	SINJAI	730709	PULAU SEMBILAN	7307092001	PULAU HARAPAN	1714	1789	3503	0	0	0	0	0	0	3503
7307	SINJAI	730709	PULAU SEMBILAN	7307092002	PULAU BUHUNG PITUE	1101	1115	2216	0	0	0	0	0	0	2216
7307	SINJAI	730709	PULAU SEMBILAN	7307092003	PULAU PADAELO	617	655	1272	0	0	0	0	0	0	1272
7307	SINJAI	730709	PULAU SEMBILAN	7307092004	PULAU PERSATUAN	604	639	1243	0	0	0	0	0	0	1243
7308	BONE	730801	BONTOCANI	7308011001	KAHU	778	785	1561	2	0	0	0	0	0	1563
7308	BONE	730801	BONTOCANI	7308012002	WATANGCANI	1198	1252	2444	5	0	0	0	0	0	2450
7308	BONE	730801	BONTOCANI	7308012003	PATTUKU	888	834	1720	0	0	0	0	0	0	1722
7308	BONE	730801	BONTOCANI	7308012004	BONTOJAI	1286	1289	2573	0	2	0	0	0	0	2575
7308	BONE	730801	BONTOCANI	7308012005	BANA	1361	1378	2735	3	0	0	1	0	0	2739
7308	BONE	730801	BONTOCANI	7308012006	PAMMUSURE	793	798	1588	0	1	0	0	0	0	1591
7308	BONE	730801	BONTOCANI	7308012007	LANGI	1264	1303	2567	0	0	0	0	0	0	2567
7308	BONE	730801	BONTOCANI	7308012008	ERE CINNONG	670	636	1306	0	0	0	0	0	0	1306
7308	BONE	730801	BONTOCANI	7308012009	BULUSIRUA	1046	1034	2080	0	0	0	0	0	0	2080
7308	BONE	730801	BONTOCANI	7308012010	LAMONCONG	211	226	436	1	0	0	0	0	0	437
7308	BONE	730801	BONTOCANI	7308012011	MATTIRO WALIE	498	485	983	0	0	0	0	0	0	983
7308	BONE	730802	KAHU	7308021001	PALATTAE	1537	1622	3159	0	0	0	0	0	0	3159
7308	BONE	730802	KAHU	7308022002	NUSA	899	934	1828	4	0	0	0	0	0	1833
7308	BONE	730802	KAHU	7308022003	PASAKA	1358	1470	2823	4	0	0	0	0	0	2828
7308	BONE	730802	KAHU	7308022004	LABUAJA	1030	1045	2074	1	0	0	0	0	0	2075
7308	BONE	730802	KAHU	7308022005	CAKKELA	742	788	1530	0	0	0	0	0	0	1530
7308	BONE	730802	KAHU	7308022006	BALLE	824	876	1698	0	0	2	0	0	0	1700
7308	BONE	730802	KAHU	7308022007	MATAJANG	708	714	1422	0	0	0	0	0	0	1422
7308	BONE	730802	KAHU	7308022008	CENRANA	1300	1303	2601	1	0	0	0	0	0	2603
7308	BONE	730802	KAHU	7308022009	SANREGO	2124	2333	4455	0	0	0	0	0	0	4457
7308	BONE	730802	KAHU	7308022010	BIRU	2121	2268	4385	2	0	0	0	0	0	4389
7308	BONE	730802	KAHU	7308022011	PALAKKA	1667	1812	3477	2	0	0	0	0	0	3479
7308	BONE	730802	KAHU	7308022012	TOMPONG PATU	1911	2012	3885	1	0	1	0	0	0	3923
7308	BONE	730802	KAHU	7308022013	HULO	1346	1522	2865	2	0	0	0	0	0	2868
7308	BONE	730802	KAHU	7308022014	CAMMILO	666	711	1376	1	0	0	0	0	0	1377
7308	BONE	730802	KAHU	7308022015	CARIMA	550	634	1184	0	0	0	0	0	0	1184
7308	BONE	730802	KAHU	7308022016	MATTOANGING	312	337	646	2	0	0	0	0	0	649
7308	BONE	730802	KAHU	7308022017	ARALLAE	1097	1096	2193	0	0	0	0	0	0	2193
7308	BONE	730802	KAHU	7308022018	BONTO PADANG	915	982	1896	1	0	0	0	0	0	1897
7308	BONE	730802	KAHU	7308022019	LALEPO	517	510	1027	0	0	0	0	0	0	1027
7308	BONE	730802	KAHU	7308022020	MAGGENRAN	689	740	1426	0	1	0	0	0	0	1429
7308	BONE	730803	KAJUARA	7308031001	AWANG TANGKA	867	1088	1953	1	0	0	0	0	0	1955
7308	BONE	730803	KAJUARA	7308032002	RAJA	1325	1323	2645	1	1	0	0	0	0	2648
7308	BONE	730803	KAJUARA	7308032003	ABBUMPUNGENG	869	848	1717	0	0	0	0	0	0	1717
7308	BONE	730803	KAJUARA	7308032004	BULU TANAH	1210	1242	2452	0	0	0	0	0	0	2452
7308	BONE	730803	KAJUARA	7308032005	GONA	1846	2020	3860	5	1	0	0	0	0	3866
7308	BONE	730803	KAJUARA	7308032006	BUARENG	1043	1085	2128	0	0	0	0	0	0	2128
7308	BONE	730803	KAJUARA	7308032007	POLEWALI	712	736	1446	2	0	0	0	0	0	1448
7308	BONE	730803	KAJUARA	7308032008	PADAELO	665	760	1424	0	0	0	0	0	0	1425
7308	BONE	730803	KAJUARA	7308032010	TARASU	1911	1871	3768	4	7	1	0	0	0	3782
7308	BONE	730803	KAJUARA	7308032011	LEMO	1081	1121	2202	0	0	0	0	0	0	2202
7308	BONE	730803	KAJUARA	7308032012	KALERO	1784	1722	3503	1	0	0	0	0	0	3506
7308	BONE	730803	KAJUARA	7308032013	LAPPA BOSSE	1499	1463	2962	0	0	0	0	0	0	2962
7308	BONE	730803	KAJUARA	7308032014	WAETUO2	954	1030	1984	0	0	0	0	0	0	1984
7308	BONE	730803	KAJUARA	7308032015	PUDE	1580	1631	3205	5	0	1	0	0	0	3211
7308	BONE	730803	KAJUARA	7308032017	MASSANGKAE	1369	1388	2749	0	0	0	4	0	0	2757
7308	BONE	730803	KAJUARA	7308032018	MALLAHAE	637	689	1326	0	0	0	0	0	0	1326
7308	BONE	730803	KAJUARA	7308032019		731	771	1502	0	0	0	0	0	0	1502
7308	BONE	730803	KAJUARA	7308032020		457	538	993	2	0	0	0	0	0	995
7308	BONE	730804	SALOMEKKO	7308041001	PANCAITANA	1383	1495	2867	10	0	0	1	0	0	2878
7308	BONE	730804	SALOMEKKO	7308042002	MALIMONGENG	1815	1847	3661	0	1	0	0	0	0	3662
7308	BONE	730804	SALOMEKKO	7308042003	MANERA	822	797	1617	1	1	0	0	0	0	1619
7308	BONE	730804	SALOMEKKO	7308042004	ULU BALANG	1514	1483	2997	0	0	0	0	0	0	2997
7308	BONE	730804	SALOMEKKO	7308042005	GATTARENG	1960	1970	3920	4	6	0	0	0	0	3930
7308	BONE	730804	SALOMEKKO	7308042006	BELLU	798	827	1625	0	0	0	0	0	0	1625
7308	BONE	730804	SALOMEKKO	7308042007	TEBBA	602	651	1253	0	0	0	0	0	0	1253
7308	BONE	730804	SALOMEKKO	7308042008	MAPPATOBA	1044	1139	2182	0	0	0	0	0	0	2183
7308	BONE	730805	TONRA	7308052001	BULU-BULU	1977	2081	4046	8	3	0	0	0	0	4058
7308	BONE	730805	TONRA	7308052002	GARECCING	566	576	1141	0	0	0	0	0	0	1142
7308	BONE	730805	TONRA	7308052003	BICCOING	912	891	1801	1	0	0	0	0	0	1803
7308	BONE	730805	TONRA	7308052004	UJUNGE	362	441	802	0	0	0	0	0	0	803
7308	BONE	730805	TONRA	7308052005	LIBURENG	659	727	1384	0	0	0	0	0	0	1386
7308	BONE	730805	TONRA	7308052006	RAPPA	451	472	922	1	0	0	0	0	0	923
7308	BONE	730805	TONRA	7308052007	BACU	467	536	1003	0	0	0	0	0	0	1003
7308	BONE	730805	TONRA	7308052008	MUARA	365	409	774	0	0	0	0	0	0	774
7308	BONE	730805	TONRA	7308052009	BONEPUTE	344	366	710	0	0	0	0	0	0	710
7308	BONE	730805	TONRA	7308052010	PADATUO	917	961	1878	0	0	0	0	0	0	1878
7308	BONE	730805	TONRA	7308052011	SAMAENRE	589	588	1177	0	0	0	0	0	0	1177
7308	BONE	730806	LIBURENG	7308061001	TANABATUE	1722	1771	3484	9	0	0	0	0	0	3493
7308	BONE	730806	LIBURENG	7308062002	TOMPOBULU	624	614	1233	4	0	0	0	0	0	1238
7308	BONE	730806	LIBURENG	7308062003	TAPPALE	1186	1209	2394	0	0	0	0	0	0	2395
7308	BONE	730806	LIBURENG	7308062004	POLEWALI	752	782	1534	0	0	0	0	0	0	1534
7308	BONE	730806	LIBURENG	7308062005	PITUMPIDANGE	1387	1380	2691	66	9	0	0	0	0	2767
7308	BONE	730806	LIBURENG	7308062006	BUNE	1171	1241	2408	3	0	0	0	0	0	2412
7308	BONE	730806	LIBURENG	7308062007	SWADAYA	549	563	1112	0	0	0	0	0	0	1112
7308	BONE	730806	LIBURENG	7308062008	BINUANG	809	855	1663	1	0	0	0	0	0	1664
7308	BONE	730806	LIBURENG	7308062009	MALLINRUN	1349	1343	2691	1	0	0	0	0	0	2692
7308	BONE	730806	LIBURENG	7308062010	CEPPAGA	1168	1170	2335	1	0	0	0	0	0	2338
7308	BONE	730806	LIBURENG	7308062011	BARINGENG	713	738	1449	2	0	0	0	0	0	1451
7308	BONE	730806	LIBURENG	7308062012	MARIO	790	849	1638	1	0	0	0	0	0	1639
7308	BONE	730806	LIBURENG	7308062013	WANUAWARU	1097	1141	2222	10	6	0	0	0	0	2238
7308	BONE	730806	LIBURENG	7308062014	MATTIROWALIE	920	935	1854	0	0	0	0	0	0	1855
7308	BONE	730806	LIBURENG	7308062015	POLEONRO	766	749	1485	29	0	1	0	0	0	1515
7308	BONE	730806	LIBURENG	7308062016	MATTIRO BULU	820	822	1641	0	1	0	0	0	0	1642
7308	BONE	730806	LIBURENG	7308062017	MATTIRO DECENG	466	536	1000	2	0	0	0	0	0	1002
7308	BONE	730806	LIBURENG	7308062018	SUWA	684	640	1301	23	0	0	0	0	0	1324
7308	BONE	730806	LIBURENG	7308062019	LABURASSE	640	658	1298	0	0	0	0	0	0	1298
7308	BONE	730806	LIBURENG	7308062020	PONRE-PONPONRE	880	950	1830	0	0	0	0	0	0	1830
7308	BONE	730807	MARE	7308071001	PADAELO	810	833	1638	4	0	0	0	0	0	1643
7308	BONE	730807	MARE	7308072002	MATTIRO WALIE	487	431	911	7	0	0	0	0	0	918
7308	BONE	730807	MARE	7308072003	MARIO	1114	1159	2272	1	0	0	0	0	0	2273
7308	BONE	730807	MARE	7308072004	UJUNG SALANGKETO	803	818	1619	2	0	0	0	0	0	1621
7308	BONE	730807	MARE	7308072005	TELLU BOCCOE	757	894	1647	3	0	0	0	0	0	1651
7308	BONE	730807	MARE	7308072006	MATTAMPA WALIE	615	652	1265	1	1	0	0	0	0	1267
7308	BONE	730807	MARE	7308072007	UJUNG TANAH	1249	1317	2563	2	0	0	0	0	0	2566
7308	BONE	730807	MARE	7308072008	SUMALING	759	779	1535	2	0	0	0	0	0	1538
7308	BONE	730807	MARE	7308072009	TELLONGENG	1484	1416	2852	46	0	0	0	0	0	2900
7308	BONE	730807	MARE	7308072010	DATA	487	503	990	0	0	0	0	0	0	990
7308	BONE	730807	MARE	7308072011	BATU GADING	1226	1201	2426	0	0	0	0	0	0	2427
7308	BONE	730807	MARE	7308072012	CEGE	665	720	1384	0	0	0	0	0	0	1385
7308	BONE	730807	MARE	7308072013	KADAI	793	855	1647	0	0	0	0	0	0	1648
7308	BONE	730807	MARE	7308072014	LAKUKANG	742	841	1583	0	0	0	0	0	0	1583
7308	BONE	730807	MARE	7308072015	PATTIRO	713	760	1471	0	2	0	0	0	0	1473
7308	BONE	730807	MARE	7308072016	LAPASA	835	878	1705	8	0	0	0	0	0	1713
7308	BONE	730807	MARE	7308072017	KARELLA	557	603	1148	12	0	0	0	0	0	1160
7308	BONE	730807	MARE	7308072018	LAPPA UPANG	739	693	1429	1	0	1	0	0	0	1432
7308	BONE	730808	SIBULUE	7308081001	MAROANGING	1160	1377	2532	0	1	0	0	0	0	2537
7308	BONE	730808	SIBULUE	7308082002	PATTIRO BAJO	714	909	1614	9	0	0	0	0	0	1623
7308	BONE	730808	SIBULUE	7308082003	MASSENRENGPULU	802	920	1722	0	0	0	0	0	0	1722
7308	BONE	730808	SIBULUE	7308082004	TUNRENG TELLUE	930	1066	1995	1	0	0	0	0	0	1996
7308	BONE	730808	SIBULUE	7308082005	POLEWALI	729	707	1434	1	0	0	0	0	0	1436
7308	BONE	730808	SIBULUE	7308082006	TADANG PALIE	810	969	1777	0	1	0	1	0	0	1779
7308	BONE	730808	SIBULUE	7308082007	CINNONG	930	1063	1993	0	0	0	0	0	0	1993
7308	BONE	730808	SIBULUE	7308082008	MALLUSE TASI	1070	1193	2263	0	0	0	0	0	0	2263
7308	BONE	730808	SIBULUE	7308082009	PAKKASALO	964	1146	2109	0	0	0	1	0	0	2110
7308	BONE	730808	SIBULUE	7308082010	PATTIRO SOMPE	1791	1832	3622	0	1	0	0	0	0	3623
7308	BONE	730808	SIBULUE	7308082011	AJANG PULU	504	585	1088	1	0	0	0	0	0	1089
7308	BONE	730808	SIBULUE	7308082012	SUMPANG MINANGAE	912	981	1886	6	0	0	0	0	0	1893
7308	BONE	730808	SIBULUE	7308082013	MABBIRING	643	704	1347	0	0	0	0	0	0	1347
7308	BONE	730808	SIBULUE	7308082014	PASAKA	1161	1264	2425	0	0	0	0	0	0	2425
7308	BONE	730808	SIBULUE	7308082015	KALIBONG	784	822	1605	1	0	0	0	0	0	1606
7308	BONE	730808	SIBULUE	7308082016	PATTIRO RIOLO	1546	1656	3185	17	0	0	0	0	0	3202
7308	BONE	730808	SIBULUE	7308082017	LETTE TANAH	785	896	1678	3	0	0	0	0	0	1681
7308	BONE	730808	SIBULUE	7308082018	MANAJENG	993	1058	2050	1	0	0	0	0	0	2051
7308	BONE	730808	SIBULUE	7308082019	BULIE	483	543	1025	0	1	0	0	0	0	1026
7308	BONE	730808	SIBULUE	7308082020	BALIENG TOA	1158	1169	2326	0	0	1	0	0	0	2327
7308	BONE	730809	BAREBBO	7308092001	BACU	609	622	1231	0	0	0	0	0	0	1231
7308	BONE	730809	BAREBBO	7308092002	LAMPOKO	871	940	1810	1	0	0	0	0	0	1811
7308	BONE	730809	BAREBBO	7308092003	CONGKO	726	812	1534	3	0	0	0	0	0	1538
7308	BONE	730809	BAREBBO	7308092004	WOLLANGI	397	461	858	0	0	0	0	0	0	858
7308	BONE	730809	BAREBBO	7308092005	PARIPPUNG	575	674	1249	0	0	0	0	0	0	1249
7308	BONE	730809	BAREBBO	7308092006	APALA	1608	1676	3284	0	0	0	0	0	0	3284
7308	BONE	730809	BAREBBO	7308092007	BAREBBO	984	1057	2041	0	0	0	0	0	0	2041
7308	BONE	730809	BAREBBO	7308092009	KADING	1984	2138	4120	1	1	0	0	0	0	4122
7308	BONE	730809	BAREBBO	7308092010	KAJAOLALIDDONG	914	1023	1936	1	0	0	0	0	0	1937
7308	BONE	730809	BAREBBO	7308092011	SAMAELO	842	1009	1850	1	0	0	0	0	0	1851
7308	BONE	730809	BAREBBO	7308092012	CORAWALIE	1271	1361	2628	1	3	0	0	0	0	2632
7308	BONE	730809	BAREBBO	7308092013	TALUNGENG	661	761	1419	2	0	0	1	0	0	1422
7308	BONE	730809	BAREBBO	7308092014	WATU	1449	1526	2974	0	1	0	0	0	0	2975
7308	BONE	730809	BAREBBO	7308092015	CINGKANG	319	318	637	0	0	0	0	0	0	637
7308	BONE	730809	BAREBBO	7308092016	CINNONG	285	326	611	0	0	0	0	0	0	611
7308	BONE	730809	BAREBBO	7308092017	CEMPANIGA	327	336	663	0	0	0	0	0	0	663
7308	BONE	730809	BAREBBO	7308092018	SUGIALE	730	797	1527	0	0	0	0	0	0	1527
7308	BONE	730809	BAREBBO	7308092019		1165	1295	2456	3	1	0	0	0	0	2460
7308	BONE	730810	CINA	7308101001	TANETE	1671	1859	3521	9	0	0	0	0	0	3530
7308	BONE	730810	CINA	7308102002	ARASOE	1982	2002	3929	41	9	0	5	0	0	3984
7308	BONE	730810	CINA	7308102003	TANETE HARAPAN	870	935	1803	2	0	0	0	0	0	1805
7308	BONE	730810	CINA	7308102004	LOMPU	1331	1382	2713	0	0	0	0	0	0	2713
7308	BONE	730810	CINA	7308102005	WELENRENG	1634	1786	3411	0	1	0	1	0	0	3420
7308	BONE	730810	CINA	7308102006	AJANGPULU	1045	1143	2183	0	0	0	0	0	0	2188
7308	BONE	730810	CINA	7308102007	PADANG LO	729	836	1564	0	0	0	0	0	0	1565
7308	BONE	730810	CINA	7308102008	ABBUMPUNGENG	1640	1611	3233	16	2	0	0	0	0	3251
7308	BONE	730810	CINA	7308102009	KAWERANG	1098	1100	2197	1	0	0	0	0	0	2198
7308	BONE	730810	CINA	7308102010	AWO	1154	1165	2319	0	0	0	0	0	0	2319
7308	BONE	730810	CINA	7308102011	KANCO	600	652	1250	2	0	0	0	0	0	1252
7308	BONE	730810	CINA	7308102012	CINENNUNG	1201	1282	2483	0	0	0	0	0	0	2483
7308	BONE	730811	PONRE	7308112001	MAPPESANGKA	1550	1668	3210	6	1	0	0	0	0	3218
7308	BONE	730811	PONRE	7308112002	SALEBBA	641	710	1350	0	0	0	0	0	0	1351
7308	BONE	730811	PONRE	7308112003	MATTAMPAE	646	661	1306	1	0	0	0	0	0	1307
7308	BONE	730811	PONRE	7308112004	PATTIMPA	1593	1661	3251	2	0	0	0	0	0	3254
7308	BONE	730811	PONRE	7308112005	TELLU BOCCOE	1086	1112	2198	0	0	0	0	0	0	2198
7308	BONE	730811	PONRE	7308112006	TURU ADAE	924	943	1866	1	0	0	0	0	0	1867
7308	BONE	730811	PONRE	7308112007	SALAMPE	437	439	876	0	0	0	0	0	0	876
7308	BONE	730811	PONRE	7308112008	POLEONRO	534	540	1074	0	0	0	0	0	0	1074
7308	BONE	730811	PONRE	7308112009	BOLLI	1206	1244	2449	0	0	0	0	0	0	2450
7308	BONE	730812	LAPPARIAJA	7308122001	MATTAMPA WALIE	2071	2117	4188	0	0	0	0	0	0	4188
7308	BONE	730812	LAPPARIAJA	7308122002	LILI RIATTANG	2173	2079	4249	1	2	0	0	0	0	4252
7308	BONE	730812	LAPPARIAJA	7308122003	SENGENG PALIE	1997	2040	4032	4	1	0	0	0	0	4037
7308	BONE	730812	LAPPARIAJA	7308122004	TENRI PAKKUA	2005	2024	4028	1	0	0	0	0	0	4029
7308	BONE	730812	LAPPARIAJA	7308122005	PATANGKAI	2032	2083	4081	23	11	0	0	0	0	4115
7308	BONE	730812	LAPPARIAJA	7308122006	UJUNG LAMURU	1755	1900	3654	0	1	0	0	0	0	3655
7308	BONE	730812	LAPPARIAJA	7308122007	PATTUKU LIMPOE	2102	2116	4215	3	0	0	0	0	0	4218
7308	BONE	730812	LAPPARIAJA	7308122008	WAEKECCEE	1322	1377	2698	1	0	0	0	0	0	2699
7308	BONE	730812	LAPPARIAJA	7308122009	TONRONGE	1509	1521	3029	0	1	0	0	0	0	3030
7308	BONE	730813	LAMURU	7308131001	LALEBATA	1039	1161	2198	0	0	1	0	0	0	2200
7308	BONE	730813	LAMURU	7308132002	MATTAMPA WALIE	1303	1440	2743	0	0	0	0	0	0	2743
7308	BONE	730813	LAMURU	7308132003	POLEONRO	987	1049	2029	7	0	0	0	0	0	2036
7308	BONE	730813	LAMURU	7308132004	SENGENG PALIE	1075	1144	2219	0	0	0	0	0	0	2219
7308	BONE	730813	LAMURU	7308132005	MATTAMPA BULU	2014	2115	4128	1	0	0	0	0	0	4129
7308	BONE	730813	LAMURU	7308132006	TURUCINNAE	1857	1945	3794	7	0	1	0	0	0	3802
7308	BONE	730813	LAMURU	7308132007	SEBERANG	738	883	1621	0	0	0	0	0	0	1621
7308	BONE	730813	LAMURU	7308132008	MASSENRENPULU	1582	1547	3127	1	1	0	0	0	0	3129
7308	BONE	730813	LAMURU	7308132009	MAMMINASAE	1107	1188	2294	0	0	0	0	0	0	2295
7308	BONE	730813	LAMURU	7308132010	PADAELO	962	885	1846	1	0	0	0	0	0	1847
7308	BONE	730813	LAMURU	7308132011	BARUGAE	1012	1087	2099	0	0	0	0	0	0	2099
7308	BONE	730813	LAMURU	7308132012	BARAKKAE	1272	1285	2554	3	0	0	0	0	0	2557
7308	BONE	730814	ULAWENG	7308141001	CINNONG	758	847	1601	4	0	0	0	0	0	1605
7308	BONE	730814	ULAWENG	7308142002	LILINA AJANGALE	1726	1695	3419	1	0	0	0	0	0	3421
7308	BONE	730814	ULAWENG	7308142003	CANI SIRENRENG	1255	1281	2532	0	0	0	0	0	0	2536
7308	BONE	730814	ULAWENG	7308142004	ULAWENG CINNONG	1573	1709	3280	1	0	0	0	0	0	3282
7308	BONE	730814	ULAWENG	7308142005	PALLAWA RUKKA	613	679	1292	0	0	0	0	0	0	1292
7308	BONE	730814	ULAWENG	7308142006	JOMPIE	723	831	1551	0	3	0	0	0	0	1554
7308	BONE	730814	ULAWENG	7308142007	SAPPE WALIE	1319	1420	2738	1	0	0	0	0	0	2739
7308	BONE	730814	ULAWENG	7308142008	LAMAKKARASENG	659	705	1364	0	0	0	0	0	0	1364
7308	BONE	730814	ULAWENG	7308142009	MULA MENREE	1156	1197	2351	0	0	0	0	0	0	2353
7308	BONE	730814	ULAWENG	7308142010	TEAMUSU	1591	1731	3319	3	0	0	0	0	0	3322
7308	BONE	730814	ULAWENG	7308142011	TEA MALALA	560	616	1175	0	1	0	0	0	0	1176
7308	BONE	730814	ULAWENG	7308142012	GALUNG	834	883	1715	2	0	0	0	0	0	1717
7308	BONE	730814	ULAWENG	7308142013	TADANG PALIE	672	805	1473	4	0	0	0	0	0	1477
7308	BONE	730814	ULAWENG	7308142014	TIMUSU	806	842	1647	0	0	0	0	0	0	1648
7308	BONE	730814	ULAWENG	7308142015	MANURUNGE	1386	1443	2829	0	0	0	0	0	0	2829
7308	BONE	730815	PALAKKA	7308152001	CINENNUNG	840	985	1825	0	0	0	0	0	0	1825
7308	BONE	730815	PALAKKA	7308152002	SIAME	671	776	1447	0	0	0	0	0	0	1447
